product1,product2,correlation,Yulephi
P1000,P1001,-0.015684679924782757,-0.011703313150272007
P1000,P1002,-0.012759143607802028,-0.009523377634390267
P1000,P1003,-0.012759143607802,-0.006711409395973154
P1000,P1004,-0.008988968316207734,-0.006711409395973154
P1000,P1005,-0.011029411764705907,-0.006711409395973154
P1000,P1006,-0.012759143607801995,-0.006711409395973154
P1000,P1008,-0.01817881366751489,-0.011703313150272007
P1000,P1009,-0.012759143607801983,-0.006711409395973154
P1000,P1010,-0.008988968316207716,-0.006711409395973154
P1000,P1011,,-0.006711409395973154
P1000,P1013,-0.012759143607802,-0.006711409395973154
P1000,P1014,-0.014291548761875725,-0.009523377634390267
P1000,P1015,-0.011029411764705904,-0.006711409395973154
P1000,P1016,-0.012759143607802021,-0.006711409395973154
P1000,P1017,0.16660885049721388,-0.011703313150272007
P1000,P1018,-0.018178813667514965,-0.011703313150272007
P1000,P1019,-0.01568467992478275,-0.009523377634390267
P1000,P1020,-0.01275914360780203,-0.009523377634390267
P1000,P1021,0.2052920919369072,-0.009523377634390267
P1000,P1022,-0.011029411764705897,-0.009523377634390267
P1000,P1024,-0.008988968316207732,-0.006711409395973154
P1000,P1026,-0.015684679924782764,-0.009523377634390267
P1000,P1027,-0.006344551017086676,-0.006711409395973154
P1000,P1028,-0.008988968316207813,-0.006711409395973154
P1000,P1029,,-0.006711409395973154
P1000,P1031,-0.011029411764705899,-0.006711409395973154
P1000,P1032,-0.01275914360780201,-0.006711409395973154
P1000,P1035,-0.012759143607802031,-0.006711409395973154
P1000,P1036,-0.008988968316207732,-0.006711409395973154
P1000,P1037,-0.006344551017086673,-0.009523377634390267
P1000,P1038,-0.015684679924782733,-0.011703313150272007
P1000,P1039,-0.014291548761875768,-0.009523377634390267
P1000,P1040,-0.0089889683162078,-0.006711409395973154
P1000,P1041,-0.0063445510170866875,-0.006711409395973154
P1000,P1042,-0.006344551017086671,-0.006711409395973154
P1000,P1043,-0.012759143607801993,-0.006711409395973154
P1000,P1044,-0.016972968231004127,-0.009523377634390267
P1000,P1046,-0.012759143607801983,-0.006711409395973154
P1000,P1047,-0.011029411764705904,-0.006711409395973154
P1000,P1048,-0.01102941176470591,-0.006711409395973154
P1000,P1049,-0.014291548761875772,-0.009523377634390267
P1000,P1050,0.205292091936907,-0.009523377634390267
P1000,P1054,-0.015684679924782757,-0.009523377634390267
P1000,P1056,-0.012759143607802042,-0.006711409395973154
P1000,P1057,-0.01102941176470591,-0.006711409395973154
P1000,P1058,-0.012759143607801999,-0.006711409395973154
P1000,P1059,-0.015684679924782747,-0.009523377634390267
P1000,P1060,-0.011029411764705893,-0.006711409395973154
P1000,P1061,,-0.009523377634390267
P1000,P1062,-0.008988968316207725,-0.006711409395973154
P1000,P1063,-0.008988968316207737,-0.009523377634390267
P1000,P1064,-0.011029411764705904,-0.006711409395973154
P1000,P1065,-0.008988968316207732,-0.006711409395973154
P1000,P1066,-0.01568467992478274,-0.009523377634390267
P1000,P1067,-0.01275914360780202,-0.006711409395973154
P1000,P1068,-0.011029411764705899,-0.006711409395973154
P1000,P1069,-0.01931775313083493,-0.011703313150272007
P1000,P1070,-0.012759143607801976,-0.006711409395973154
P1000,P1071,-0.02040108373435275,-0.0135600232310517
P1000,P1074,-0.016972968231004137,-0.011703313150272007
P1000,P1075,-0.008988968316207735,-0.006711409395973154
P1000,P1076,-0.016211125135575016,-0.009523377634390267
P1000,P1077,-0.012759143607801992,-0.006711409395973154
P1000,P1079,-0.012759143607802056,-0.006711409395973154
P1000,P1081,-0.012759143607801976,-0.009523377634390267
P1000,P1082,0.190120092939427,-0.009523377634390267
P1000,P1084,-0.012759143607802038,-0.006711409395973154
P1000,P1088,-0.012759143607802007,-0.006711409395973154
P1000,P1089,-0.008988968316207728,-0.006711409395973154
P1000,P1090,-0.01568467992478275,-0.009523377634390267
P1000,P1091,-0.008988968316207725,-0.006711409395973154
P1000,P1092,-0.011029411764705906,-0.006711409395973154
P1000,P1093,-0.016972968231004155,-0.009523377634390267
P1000,P1095,-0.018178813667514917,-0.009523377634390267
P1000,P1096,-0.008988968316207789,-0.006711409395973154
P1000,P1097,-0.012759143607802002,-0.009523377634390267
P1000,P1098,-0.015684679924782754,-0.009523377634390267
P1000,P1099,0.22394237448162013,-0.009523377634390267
P1000,P1101,-0.006344551017086694,-0.006711409395973154
P1000,P1102,-0.011029411764705913,-0.006711409395973154
P1000,P1103,-0.01568467992478274,-0.009523377634390267
P1000,P1104,-0.006344551017086703,-0.006711409395973154
P1000,P1106,-0.015684679924782747,-0.009523377634390267
P1000,P1108,-0.015684679924782757,-0.009523377634390267
P1000,P1109,-0.020401083734352746,-0.011703313150272007
P1000,P1111,-0.014291548761875772,-0.009523377634390267
P1000,P1112,-0.016972968231004137,-0.009523377634390267
P1000,P1114,-0.015684679924782747,-0.011703313150272007
P1000,P1115,0.1374358757311619,-0.0135600232310517
P1000,P1117,-0.012759143607802005,-0.006711409395973154
P1000,P1118,-0.012759143607802054,-0.006711409395973154
P1000,P1119,-0.00898896831620773,-0.006711409395973154
P1000,P1121,-0.006344551017086698,-0.006711409395973154
P1000,P1122,-0.012759143607802,-0.006711409395973154
P1000,P1123,-0.015684679924782736,-0.009523377634390267
P1000,P1125,-0.016972968231004134,-0.009523377634390267
P1000,P1127,-0.008988968316207725,-0.006711409395973154
P1000,P1128,,-0.006711409395973154
P1000,P1129,-0.019317753130834975,-0.011703313150272007
P1000,P1130,-0.008988968316207747,-0.009523377634390267
P1000,P1131,-0.024525880923190614,-0.0135600232310517
P1000,P1132,-0.0063445510170866875,-0.006711409395973154
P1000,P1134,-0.012759143607801997,-0.009523377634390267
P1000,P1136,-0.011029411764705913,-0.006711409395973154
P1000,P1137,-0.012759143607802018,-0.006711409395973154
P1000,P1138,-0.01568467992478277,-0.009523377634390267
P1000,P1139,-0.012759143607802052,-0.006711409395973154
P1000,P1140,-0.006344551017086685,-0.006711409395973154
P1000,P1141,,-0.006711409395973154
P1000,P1142,-0.02267633463952497,-0.0135600232310517
P1000,P1143,-0.018178813667514986,-0.009523377634390267
P1000,P1144,-0.006344551017086702,-0.006711409395973154
P1000,P1145,-0.014291548761875756,-0.009523377634390267
P1000,P1147,,-0.006711409395973154
P1000,P1149,-0.02522522977486164,-0.01521275485262189
P1000,P1151,-0.014291548761875744,-0.009523377634390267
P1000,P1152,-0.015684679924782768,-0.009523377634390267
P1000,P1157,-0.016972968231004148,-0.011703313150272007
P1000,P1158,-0.011029411764705914,-0.006711409395973154
P1000,P1159,-0.019317753130834933,-0.011703313150272007
P1000,P1160,-0.023393607868143443,-0.0135600232310517
P1000,P1163,0.3374331193007961,0.5734623443633283
P1000,P1164,-0.011029411764705913,-0.006711409395973154
P1000,P1165,-0.01697296823100414,-0.011703313150272007
P1000,P1168,-0.020401083734352746,-0.011703313150272007
P1000,P1169,-0.015684679924782736,-0.009523377634390267
P1000,P1170,-0.012759143607801999,-0.006711409395973154
P1000,P1171,0.2796378974043284,-0.006711409395973154
P1000,P1172,-0.011029411764705925,-0.006711409395973154
P1000,P1173,-0.012759143607802009,-0.006711409395973154
P1000,P1174,-0.012759143607801976,-0.009523377634390267
P1000,P1175,-0.012759143607802009,-0.006711409395973154
P1000,P1176,-0.016972968231004148,-0.009523377634390267
P1000,P1177,-0.008988968316207725,-0.006711409395973154
P1000,P1178,-0.015684679924782726,-0.009523377634390267
P1000,P1179,-0.01697296823100415,-0.009523377634390267
P1000,P1180,-0.016972968231004158,-0.009523377634390267
P1000,P1181,-0.016972968231004155,-0.011703313150272007
P1000,P1182,-0.014291548761875768,-0.009523377634390267
P1000,P1183,-0.012759143607802007,-0.009523377634390267
P1000,P1185,-0.012759143607801999,-0.006711409395973154
P1000,P1186,-0.008988968316207767,-0.006711409395973154
P1000,P1187,-0.018178813667515,-0.009523377634390267
P1000,P1188,-0.014291548761875758,-0.009523377634390267
P1000,P1190,-0.01817881366751499,-0.009523377634390267
P1000,P1192,-0.01931775313083494,-0.011703313150272007
P1000,P1193,-0.008988968316207808,-0.006711409395973154
P1000,P1194,-0.02143732314281361,-0.011703313150272007
