product1,product2,correlation,Yulephi
P1000,P1001,-0.014760707505257898,-0.009653391119992657
P1000,P1002,-0.021172108934192434,-0.013746434980705375
P1000,P1005,-0.014760707505257839,-0.01186363997910571
P1000,P1006,,-0.006802721088435374
P1000,P1007,-0.011091956367701357,-0.01186363997910571
P1000,P1008,-0.015811388300841805,-0.01186363997910571
P1000,P1011,-0.011091956367701349,-0.006802721088435374
P1000,P1013,,-0.006802721088435374
P1000,P1014,-0.007812499999999924,-0.006802721088435374
P1000,P1015,-0.0055135136423903625,-0.006802721088435374
P1000,P1016,-0.009587062360592091,-0.009653391119992657
P1000,P1017,-0.007812499999999952,-0.006802721088435374
P1000,P1018,-0.009587062360592096,-0.006802721088435374
P1000,P1019,-0.019521720236075797,-0.01186363997910571
P1000,P1020,-0.01680415181055842,-0.01186363997910571
P1000,P1021,-0.013638618139749516,-0.009653391119992657
P1000,P1022,-0.005513513642390357,-0.006802721088435374
P1000,P1023,-0.011091956367701378,-0.006802721088435374
P1000,P1024,0.23914724805023238,-0.01186363997910571
P1000,P1026,-0.00958706236059212,-0.006802721088435374
P1000,P1028,-0.013638618139749521,-0.01186363997910571
P1000,P1029,-0.015811388300841823,-0.01186363997910571
P1000,P1032,0.34662363649066996,-0.006802721088435374
P1000,P1033,-0.009587062360592124,-0.006802721088435374
P1000,P1034,-0.005513513642390379,-0.006802721088435374
P1000,P1035,-0.009587062360592116,-0.006802721088435374
P1000,P1036,-0.01680415181055838,-0.01186363997910571
P1000,P1037,-0.011091956367701411,-0.01186363997910571
P1000,P1038,-0.00781249999999995,-0.006802721088435374
P1000,P1039,-0.009587062360592079,-0.006802721088435374
P1000,P1040,-0.009587062360592083,-0.006802721088435374
P1000,P1042,-0.019521720236075797,-0.01186363997910571
P1000,P1044,-0.011091956367701368,-0.006802721088435374
P1000,P1045,0.2112108071106264,0.573409265656776
P1000,P1046,-0.021172108934192434,-0.013746434980705375
P1000,P1047,-0.011091956367701383,-0.006802721088435374
P1000,P1049,-0.005513513642390375,-0.006802721088435374
P1000,P1050,-0.009587062360592091,-0.006802721088435374
P1000,P1051,-0.0147607075052578,-0.009653391119992657
P1000,P1052,-0.015811388300841788,-0.009653391119992657
P1000,P1053,-0.011091956367701297,-0.006802721088435374
P1000,P1056,-0.0055135136423903565,-0.009653391119992657
P1000,P1058,0.34662363649067024,-0.006802721088435374
P1000,P1059,-0.011091956367701359,-0.006802721088435374
P1000,P1060,-0.015811388300841875,-0.01186363997910571
P1000,P1061,-0.009587062360592076,-0.009653391119992657
P1000,P1062,-0.011091956367701354,-0.006802721088435374
P1000,P1063,-0.011091956367701356,-0.006802721088435374
P1000,P1064,-0.011091956367701387,-0.006802721088435374
P1000,P1065,-0.013638618139749524,-0.01186363997910571
P1000,P1066,-0.014760707505257844,-0.009653391119992657
P1000,P1067,-0.009587062360592096,-0.006802721088435374
P1000,P1069,-0.007812499999999915,-0.009653391119992657
P1000,P1070,-0.011091956367701352,-0.006802721088435374
P1000,P1071,-0.009587062360592135,-0.006802721088435374
P1000,P1073,-0.01109195636770138,-0.006802721088435374
P1000,P1074,-0.014760707505257884,-0.01186363997910571
P1000,P1077,-0.009587062360592086,-0.006802721088435374
P1000,P1078,-0.02117210893419247,-0.013746434980705375
P1000,P1079,-0.015811388300841805,-0.009653391119992657
P1000,P1080,-0.005513513642390355,-0.006802721088435374
P1000,P1082,-0.007812499999999947,-0.006802721088435374
P1000,P1083,-0.011091956367701406,-0.006802721088435374
P1000,P1084,-0.005513513642390369,-0.006802721088435374
P1000,P1085,-0.00958706236059209,-0.006802721088435374
P1000,P1086,-0.0055135136423903755,-0.006802721088435374
P1000,P1087,-0.009587062360592095,-0.009653391119992657
P1000,P1089,-0.009587062360592065,-0.006802721088435374
P1000,P1092,-0.01109195636770134,-0.009653391119992657
P1000,P1093,-0.01476070750525784,-0.009653391119992657
P1000,P1094,-0.01476070750525789,-0.01186363997910571
P1000,P1095,-0.009587062360592119,-0.006802721088435374
P1000,P1096,-0.011091956367701356,-0.006802721088435374
P1000,P1097,-0.005513513642390363,-0.006802721088435374
P1000,P1098,-0.005513513642390381,-0.006802721088435374
P1000,P1100,-0.005513513642390369,-0.006802721088435374
P1000,P1101,-0.011091956367701397,-0.009653391119992657
