product1,product2,correlation,Yulephi
P1000,P1001,0.24606358202095222,-0.01117964118175896
P1000,P1003,-0.0147723219169241,-0.007874015748031496
P1000,P1005,0.42614934789302394,0.7043173944508144
P1000,P1006,-0.014772321916924102,-0.007874015748031496
P1000,P1007,-0.012765957446808598,-0.007874015748031496
P1000,P1008,,-0.007874015748031496
P1000,P1009,-0.021072097724186927,-0.01117964118175896
P1000,P1010,-0.012765957446808586,-0.007874015748031496
P1000,P1013,-0.014772321916924102,-0.007874015748031496
P1000,P1015,-0.014772321916924154,-0.007874015748031496
P1000,P1016,-0.021072097724186955,-0.01117964118175896
P1000,P1017,-0.014772321916924165,-0.007874015748031496
P1000,P1019,-0.018170142319206595,-0.01117964118175896
P1000,P1020,-0.018170142319206654,-0.01117964118175896
P1000,P1021,-0.01728781562224774,-0.01117964118175896
P1000,P1022,-0.014772321916924144,-0.007874015748031496
P1000,P1027,-0.012765957446808581,-0.007874015748031496
P1000,P1028,-0.010401253773353322,-0.007874015748031496
P1000,P1029,-0.010401253773353429,-0.007874015748031496
P1000,P1031,-0.014772321916924043,-0.01117964118175896
P1000,P1033,-0.021072097724186903,-0.013746867932469414
P1000,P1034,-0.014772321916924094,-0.01117964118175896
P1000,P1035,-0.010401253773353318,-0.007874015748031496
P1000,P1036,0.17504467387076802,-0.013746867932469414
P1000,P1037,-0.024871965705170435,-0.013746867932469414
P1000,P1038,-0.018170142319206637,-0.01117964118175896
P1000,P1039,-0.014772321916924106,-0.01117964118175896
P1000,P1040,-0.012765957446808604,-0.007874015748031496
P1000,P1041,-0.012765957446808541,-0.01117964118175896
P1000,P1044,-0.014772321916924118,-0.007874015748031496
P1000,P1046,-0.014772321916924116,-0.007874015748031496
P1000,P1048,-0.027158583403452022,-0.015937393387910583
P1000,P1049,,-0.007874015748031496
P1000,P1051,-0.014772321916924054,-0.01117964118175896
P1000,P1052,-0.010401253773353398,-0.007874015748031496
P1000,P1054,-0.01477232191692408,-0.007874015748031496
P1000,P1055,-0.01817014231920666,-0.01117964118175896
P1000,P1056,0.22207951723474545,-0.01117964118175896
P1000,P1058,-0.010401253773353315,-0.007874015748031496
P1000,P1059,,-0.007874015748031496
P1000,P1061,0.6624113475177315,1.0
P1000,P1062,-0.0127659574468086,-0.01117964118175896
P1000,P1064,-0.01655136201934639,-0.01117964118175896
P1000,P1067,-0.022399081490572258,-0.015937393387910583
P1000,P1069,-0.01817014231920664,-0.01117964118175896
P1000,P1071,-0.014772321916924154,-0.007874015748031496
P1000,P1072,-0.018170142319206634,-0.01117964118175896
P1000,P1074,-0.016551362019346372,-0.01117964118175896
P1000,P1075,-0.014772321916924158,-0.01117964118175896
P1000,P1076,-0.014772321916924033,-0.01117964118175896
P1000,P1079,-0.02107209772418689,-0.01117964118175896
P1000,P1080,-0.012765957446808581,-0.007874015748031496
P1000,P1082,-0.012765957446808609,-0.007874015748031496
P1000,P1083,0.32482269503546096,-0.007874015748031496
P1000,P1085,-0.022399081490572143,-0.013746867932469414
P1000,P1086,-0.007339264224268089,-0.007874015748031496
P1000,P1087,-0.0127659574468086,-0.007874015748031496
P1000,P1090,-0.018170142319206637,-0.01117964118175896
P1000,P1092,-0.014772321916924168,-0.007874015748031496
P1000,P1093,-0.007339264224268065,-0.007874015748031496
P1000,P1095,-0.010401253773353396,-0.007874015748031496
P1000,P1096,-0.018170142319206585,-0.013746867932469414
P1000,P1097,-0.007339264224268134,-0.007874015748031496
P1000,P1098,-0.007339264224268086,-0.01117964118175896
P1000,P1099,-0.0147723219169241,-0.01117964118175896
P1000,P1101,-0.012765957446808538,-0.007874015748031496
P1000,P1102,-0.010401253773353358,-0.007874015748031496
P1000,P1103,-0.014772321916924139,-0.007874015748031496
P1000,P1104,,-0.007874015748031496
P1000,P1105,-0.010401253773353398,-0.007874015748031496
P1000,P1107,-0.021072097724186827,-0.013746867932469414
P1000,P1108,-0.0147723219169241,-0.007874015748031496
P1000,P1109,-0.014772321916924158,-0.007874015748031496
P1000,P1111,-0.01966843144121653,-0.01117964118175896
P1000,P1112,-0.02366242621401504,-0.013746867932469414
P1000,P1113,-0.021072097724186816,-0.013746867932469414
P1000,P1115,-0.0073392642242681,-0.007874015748031496
P1000,P1116,-0.007339264224268069,-0.007874015748031496
P1000,P1117,-0.007339264224268077,-0.007874015748031496
P1000,P1118,-0.012765957446808581,-0.007874015748031496
P1000,P1119,-0.01817014231920665,-0.013746867932469414
P1000,P1120,-0.012765957446808604,-0.007874015748031496
P1000,P1121,-0.010401253773353367,-0.007874015748031496
P1000,P1123,-0.014772321916924082,-0.007874015748031496
P1000,P1124,-0.01966843144121671,-0.01117964118175896
P1000,P1126,-0.01477232191692417,-0.007874015748031496
P1000,P1128,-0.012765957446808576,-0.007874015748031496
P1000,P1129,-0.01477232191692417,-0.013746867932469414
P1000,P1130,-0.018170142319206634,-0.01117964118175896
P1000,P1134,-0.012765957446808581,-0.007874015748031496
P1000,P1136,-0.007339264224268057,-0.007874015748031496
P1000,P1138,-0.012765957446808534,-0.007874015748031496
P1000,P1139,-0.0073392642242681,-0.01117964118175896
P1000,P1140,-0.012765957446808609,-0.007874015748031496
P1000,P1141,-0.012765957446808559,-0.007874015748031496
P1000,P1143,-0.014772321916924165,-0.01117964118175896
P1000,P1145,-0.007339264224268062,-0.007874015748031496
P1000,P1146,-0.012765957446808576,-0.007874015748031496
P1000,P1147,-0.01477232191692407,-0.007874015748031496
P1000,P1148,-0.016551362019346382,-0.01117964118175896
P1000,P1150,-0.0073392642242681135,-0.007874015748031496
P1000,P1152,-0.012765957446808598,-0.007874015748031496
P1000,P1153,-0.007339264224268074,-0.007874015748031496
P1000,P1154,-0.01276595744680855,-0.01117964118175896
P1000,P1157,-0.012765957446808564,-0.007874015748031496
