product1,product2,correlation
P1002,P1006,-0.015623637786280212
P1002,P1007,-0.01562363778628022
P1002,P1010,-0.014434257927953576
P1002,P1012,-0.013149019412281231
P1002,P1014,-0.010142836408712767
P1002,P1015,-0.01173631317032551
P1002,P1017,
P1002,P1018,-0.010142836408712762
P1002,P1019,-0.010142836408712767
P1002,P1021,0.705650329009542
P1002,P1024,-0.010142836408712755
P1002,P1025,-0.011736313170325474
P1002,P1027,-0.01673772032542405
P1002,P1028,-0.010142836408712755
P1002,P1030,-0.011736313170325478
P1002,P1031,0.25667404934603205
P1002,P1032,-0.008264462809917406
P1002,P1033,0.17302271977233177
P1002,P1034,-0.015623637786280226
P1002,P1035,-0.008264462809917385
P1002,P1036,-0.011736313170325478
P1002,P1039,-0.01562363778628022
P1002,P1040,-0.010142836408712767
P1002,P1041,-0.005831820900905334
P1002,P1042,-0.008264462809917356
P1002,P1043,-0.014434257927953574
P1002,P1044,-0.011736313170325495
P1002,P1045,-0.014434257927953584
P1002,P1046,-0.008264462809917357
P1002,P1047,-0.017790765628730203
P1002,P1048,-0.005831820900905323
P1002,P1051,-0.010142836408712746
P1002,P1052,-0.010142836408712767
P1002,P1053,-0.010142836408712764
P1002,P1054,-0.011736313170325549
P1002,P1055,-0.008264462809917402
P1002,P1057,-0.008264462809917375
P1002,P1058,-0.014434257927953578
P1002,P1059,-0.013149019412281172
P1002,P1060,-0.01314901941228118
P1002,P1061,-0.008264462809917375
P1002,P1062,-0.011736313170325483
P1002,P1063,-0.011736313170325492
P1002,P1064,-0.014434257927953567
P1002,P1067,-0.010142836408712764
P1002,P1068,-0.017790765628730172
P1002,P1070,-0.00583182090090532
P1002,P1071,-0.01173631317032549
P1002,P1073,-0.016737720325424095
P1002,P1074,-0.00826446280991735
P1002,P1075,-0.010142836408712773
P1002,P1076,-0.008264462809917345
P1002,P1077,-0.010142836408712767
P1002,P1079,-0.005831820900905322
P1002,P1080,-0.01673772032542407
P1002,P1082,-0.011736313170325478
P1002,P1083,
P1002,P1085,-0.0058318209009053275
P1002,P1087,-0.011736313170325485
P1002,P1091,-0.013149019412281178
P1002,P1092,-0.015623637786280212
P1002,P1093,-0.01173631317032547
P1002,P1094,-0.008264462809917373
P1002,P1100,-0.016737720325424067
P1002,P1102,-0.01562363778628022
P1002,P1103,-0.014434257927953565
P1002,P1104,-0.015623637786280233
P1002,P1106,-0.014434257927953564
P1002,P1107,-0.01443425792795358
P1002,P1108,-0.014434257927953588
P1002,P1109,-0.005831820900905327
P1002,P1110,-0.016737720325424095
P1002,P1112,-0.005831820900905337
P1002,P1115,-0.010142836408712774
P1002,P1116,
P1002,P1118,-0.015623637786280228
P1002,P1119,-0.0058318209009053535
P1002,P1120,-0.01879314160442549
P1002,P1121,
P1002,P1122,-0.01314901941228119
P1002,P1123,-0.010142836408712745
P1002,P1124,0.279062319940436
P1002,P1127,
P1002,P1128,-0.012461227155953308
P1002,P1129,-0.016737720325424095
P1002,P1130,-0.010142836408712766
P1002,P1131,-0.011736313170325478
P1002,P1132,
P1002,P1133,-0.011736313170325478
P1002,P1135,-0.00826446280991736
P1002,P1136,0.25667404934603216
P1002,P1137,-0.0082644628099174
P1002,P1138,-0.008264462809917434
P1002,P1140,-0.0144342579279536
P1002,P1141,-0.01673772032542407
P1002,P1142,-0.010142836408712774
P1002,P1143,
P1002,P1144,-0.010142836408712767
P1002,P1145,-0.016737720325424116
P1002,P1146,-0.01173631317032549
P1002,P1147,-0.0131490194122812
P1002,P1148,-0.013149019412281172
P1002,P1149,-0.008264462809917357
P1002,P1154,-0.014434257927953584
P1002,P1155,-0.010142836408712738
P1002,P1156,-0.010142836408712734
P1002,P1158,-0.015623637786280233
P1002,P1159,-0.011736313170325469
P1002,P1160,0.40233251087893973
P1002,P1161,-0.011736313170325488
P1002,P1162,-0.013149019412281188
P1002,P1164,-0.008264462809917378
P1002,P1167,-0.005831820900905342
P1002,P1168,-0.011736313170325467
P1002,P1169,-0.010142836408712762
P1002,P1170,-0.011736313170325497
P1002,P1171,-0.014434257927953564
P1002,P1172,-0.013149019412281167
P1002,P1174,-0.011736313170325502
P1002,P1175,-0.01014283640871274
P1002,P1176,-0.011736313170325481
P1002,P1178,-0.013149019412281169
P1002,P1179,-0.013149019412281186
P1002,P1181,-0.011736313170325497
P1002,P1182,
P1002,P1185,-0.011736313170325483
P1002,P1186,-0.013149019412281169
P1002,P1187,-0.008264462809917364
P1002,P1188,-0.010142836408712767
P1002,P1189,-0.010142836408712746
P1002,P1191,-0.005831820900905357
P1002,P1192,-0.010142836408712767
P1002,P1194,-0.01779076562873019
P1002,P1196,-0.010142836408712748
P1002,P1197,
P1002,P1198,-0.014434257927953569
P1002,P1201,-0.01314901941228123
P1002,P1202,-0.013149019412281223
P1002,P1203,-0.01443425792795358
P1002,P1204,-0.015623637786280248
P1002,P1207,-0.005831820900905348
P1002,P1209,-0.015623637786280231
P1002,P1210,-0.014434257927953584
P1002,P1212,-0.00826446280991737
P1002,P1213,-0.015623637786280247
P1002,P1214,-0.017790765628730183
P1002,P1216,-0.011736313170325476
P1002,P1217,-0.015623637786280226
P1002,P1219,-0.010142836408712752
P1002,P1220,-0.005831820900905335
P1002,P1222,-0.005831820900905322
P1002,P1223,-0.010142836408712748
P1002,P1224,-0.011736313170325493
P1002,P1226,-0.005831820900905348
P1002,P1227,-0.005831820900905321
P1002,P1228,-0.01173631317032549
P1002,P1229,-0.014434257927953581
P1002,P1230,-0.019752664937724762
P1002,P1231,-0.008264462809917342
P1002,P1232,-0.010142836408712762
P1002,P1235,-0.00826446280991743
P1002,P1236,-0.01173631317032552
P1002,P1238,0.40233251087894
P1002,P1239,-0.008264462809917356
P1002,P1241,-0.014434257927953595
P1002,P1242,-0.005831820900905342
P1002,P1243,-0.017790765628730183
P1002,P1244,-0.011736313170325488
P1002,P1245,-0.010142836408712741
P1002,P1246,-0.01314901941228117
P1002,P1247,-0.010142836408712773
P1002,P1248,
P1002,P1249,-0.01314901941228118
P1002,P1250,-0.011736313170325498
P1002,P1251,-0.011736313170325505
P1002,P1252,
P1002,P1254,-0.015623637786280226
P1002,P1256,-0.00826446280991737
P1002,P1257,-0.01673772032542408
P1002,P1259,-0.015623637786280231
P1002,P1261,-0.011736313170325495
P1002,P1263,-0.013149019412281164
P1002,P1265,-0.011736313170325481
P1002,P1266,-0.01014283640871277
P1002,P1267,-0.008264462809917363
P1002,P1268,0.49586776859504067
P1002,P1270,-0.013149019412281172
P1002,P1271,-0.010142836408712762
P1002,P1272,-0.011736313170325481
P1002,P1274,-0.014434257927953602
P1002,P1276,-0.010142836408712748
P1002,P1277,-0.01603661637542926
P1002,P1279,-0.011736313170325507
P1002,P1281,-0.011736313170325469
P1002,P1283,-0.011736313170325488
P1002,P1284,-0.010142836408712764
P1002,P1285,-0.01673772032542409
P1002,P1286,-0.008264462809917413
P1002,P1287,-0.01014283640871278
P1002,P1288,-0.011736313170325524
P1002,P1289,-0.010142836408712762
P1002,P1293,-0.011736313170325493
P1002,P1294,0.18082403108544917
P1002,P1296,-0.008264462809917413
P1002,P1299,-0.011736313170325476
P1002,P1300,-0.008264462809917399
P1002,P1302,-0.01014283640871275
P1002,P1303,-0.011736313170325483
P1002,P1304,-0.010142836408712769
P1002,P1305,-0.005831820900905352
P1002,P1306,-0.0058318209009053405
P1002,P1307,-0.015623637786280238
P1002,P1308,-0.013149019412281167
P1002,P1310,-0.013149019412281209
P1002,P1311,-0.011736313170325498
P1002,P1312,-0.014434257927953583
P1002,P1313,-0.015623637786280217
P1002,P1315,-0.011736313170325498
P1002,P1317,-0.01443425792795355
P1002,P1320,-0.015623637786280222
P1002,P1324,-0.014434257927953574
P1002,P1325,-0.008264462809917349
P1002,P1326,-0.01014283640871276
P1002,P1327,0.22337294622739015
P1002,P1330,-0.01673772032542405
P1002,P1331,-0.01314901941228121
P1002,P1332,-0.011736313170325502
P1002,P1333,-0.011736313170325476
P1002,P1336,-0.011736313170325498
P1002,P1337,-0.011736313170325488
P1002,P1339,-0.011736313170325481
P1002,P1340,-0.013149019412281186
P1002,P1342,-0.008264462809917411
P1002,P1344,-0.01173631317032549
P1002,P1346,
P1002,P1347,-0.017790765628730172
P1002,P1349,-0.011736313170325464
P1002,P1350,-0.010142836408712769
P1002,P1353,0.34622123852460196
P1002,P1354,-0.01173631317032552
P1002,P1355,-0.010142836408712773
P1002,P1357,-0.011736313170325486
P1002,P1358,-0.014434257927953564
P1006,P1007,-0.02953586497890252
P1006,P1010,0.4482928312324218
P1006,P1012,-0.024857697501612354
P1006,P1014,0.42640720947215854
P1006,P1015,-0.02218703261626149
P1006,P1017,
P1006,P1018,-0.019174628263201987
P1006,P1019,-0.019174628263201977
P1006,P1021,-0.011024825144214555
P1006,P1024,-0.01917462826320196
P1006,P1025,-0.022187032616261412
P1006,P1027,-0.031641993647630845
P1006,P1028,-0.019174628263201994
P1006,P1030,-0.022187032616261444
