product1,product2,correlation
P1000,P1002,-0.01225462852818704
P1000,P1003,-0.01948441647184171
P1000,P1004,-0.01739496881041402
P1000,P1005,-0.015036561814938502
P1000,P1006,-0.024785167328991494
P1000,P1007,-0.01739496881041413
P1000,P1008,-0.015036561814938633
P1000,P1009,-0.015036561814938601
P1000,P1010,0.08779460622561898
P1000,P1011,-0.027815823661741148
P1000,P1012,-0.012254628528187055
P1000,P1013,-0.017394968810414014
P1000,P1014,0.08066588861904903
P1000,P1015,-0.017394968810414062
P1000,P1016,0.5884293774496213
P1000,P1017,-0.0213840417287865
P1000,P1019,-0.01739496881041403
P1000,P1020,-0.023140780367875917
P1000,P1021,
P1000,P1024,-0.021384041728786374
P1000,P1027,-0.02922910353603626
P1000,P1029,-0.017394968810413997
P1000,P1030,-0.01503656181493863
P1000,P1031,-0.023140780367875917
P1000,P1033,-0.024785167328991515
P1000,P1034,-0.012254628528187036
P1000,P1035,-0.012254628528187088
P1000,P1036,-0.023140780367875962
P1000,P1037,-0.01739496881041403
P1000,P1038,-0.017394968810414028
P1000,P1039,-0.017394968810414045
P1000,P1040,-0.021384041728786444
P1000,P1041,-0.015036561814938619
P1000,P1042,-0.021384041728786468
P1000,P1043,-0.01225462852818707
P1000,P1045,-0.023140780367875955
P1000,P1046,-0.023140780367875816
P1000,P1047,-0.017394968810414097
P1000,P1048,-0.017394968810414017
P1000,P1049,0.10578642453886171
P1000,P1051,0.1804387417792636
P1000,P1052,-0.023140780367875976
P1000,P1054,-0.015036561814938659
P1000,P1055,-0.01739496881041405
P1000,P1056,-0.023140780367875976
P1000,P1057,-0.015036561814938705
P1000,P1058,-0.015036561814938638
P1000,P1060,
P1000,P1061,-0.01739496881041404
P1000,P1062,-0.027815823661741134
P1000,P1063,-0.012254628528187041
P1000,P1064,
P1000,P1065,-0.023140780367875948
P1000,P1066,0.4585255955863424
P1000,P1067,-0.02138404172878646
P1000,P1069,-0.01503656181493865
P1000,P1070,-0.015036561814938626
P1000,P1072,-0.027815823661741085
P1000,P1073,-0.02781582366174117
P1000,P1074,-0.01739496881041403
P1000,P1075,-0.0173949688104141
P1000,P1076,
P1000,P1077,-0.026338381867685688
P1000,P1078,-0.01739496881041404
P1000,P1079,-0.025312180096745393
P1000,P1080,-0.015036561814938645
P1000,P1082,-0.017394968810414045
P1000,P1083,-0.021384041728786468
P1000,P1087,-0.015036561814938678
P1000,P1088,-0.019484416471841782
P1000,P1089,0.0960425233998422
P1000,P1090,-0.012254628528187038
P1000,P1092,-0.024785167328991525
P1000,P1093,
P1000,P1095,-0.01739496881041403
P1000,P1096,-0.01225462852818704
P1000,P1097,-0.024785167328991515
P1000,P1098,0.35087100922743547
P1000,P1099,-0.0263383818676857
P1000,P1100,
P1000,P1101,-0.01948441647184178
P1000,P1103,-0.02478516732899152
P1000,P1104,-0.021384041728786506
P1000,P1105,-0.027815823661741176
P1000,P1106,-0.023140780367875927
P1000,P1110,-0.017394968810414
P1000,P1112,-0.01739496881041404
P1000,P1113,-0.01503656181493867
P1000,P1114,0.11761222950832487
P1000,P1115,-0.021384041728786496
P1000,P1116,-0.017394968810414017
P1000,P1117,-0.021384041728786513
P1000,P1118,-0.012254628528187032
P1000,P1119,-0.008649387348522905
P1000,P1120,-0.023140780367875927
P1000,P1122,-0.01948441647184174
P1000,P1123,-0.015036561814938627
P1000,P1124,-0.008649387348522924
P1000,P1125,-0.021384041728786506
P1000,P1127,-0.015036561814938683
P1000,P1128,-0.00864938734852292
P1000,P1130,0.1522059770911227
P1000,P1131,-0.023140780367875965
P1000,P1132,-0.017394968810414038
P1000,P1133,-0.02633838186768571
P1000,P1134,-0.017394968810414028
P1000,P1135,-0.026338381867685737
P1000,P1136,-0.017394968810414
P1000,P1138,-0.024785167328991532
P1000,P1139,0.5465116279069766
P1000,P1141,-0.01739496881041403
P1000,P1143,-0.02633838186768571
P1000,P1144,-0.01503656181493866
P1000,P1146,-0.017394968810414083
P1000,P1147,-0.017394968810413997
P1000,P1149,-0.017394968810414038
P1000,P1152,-0.02314078036787599
P1000,P1153,-0.012254628528187091
P1000,P1154,-0.026800449446356612
P1000,P1155,
P1000,P1156,-0.012254628528187064
P1000,P1157,-0.017394968810414045
P1000,P1158,-0.008649387348522894
P1000,P1159,
P1000,P1161,-0.025312180096745386
P1000,P1163,-0.021384041728786468
P1000,P1164,-0.019484416471841758
P1000,P1165,-0.023140780367875917
P1000,P1166,-0.01739496881041401
P1000,P1167,-0.017394968810414035
P1000,P1168,-0.02781582366174116
P1000,P1169,-0.015036561814938622
P1000,P1170,-0.017394968810414062
P1000,P1171,-0.019484416471841758
P1000,P1172,-0.008649387348522896
P1000,P1173,-0.008649387348522924
P1000,P1174,-0.033441830342484505
P1000,P1175,-0.012254628528187038
P1000,P1176,0.49140786889419524
P1000,P1177,-0.019484416471841726
P1000,P1178,-0.020348837209302324
P1000,P1180,-0.030587231359944584
P1000,P1181,0.15220597709112277
P1000,P1182,-0.015036561814938605
P1000,P1183,-0.01225462852818704
P1000,P1184,-0.024785167328991532
P1000,P1186,-0.02633838186768571
P1000,P1187,-0.017394968810414024
P1000,P1188,-0.017394968810414038
P1000,P1190,-0.012254628528187036
P1000,P1191,-0.012254628528187038
P1000,P1192,-0.017394968810414073
P1000,P1193,-0.03344183034248442
P1000,P1194,-0.017394968810414024
P1000,P1196,-0.012254628528187034
P1000,P1198,0.08564488292242026
P1000,P1200,-0.01739496881041407
P1000,P1202,-0.023140780367875983
P1000,P1203,-0.015036561814938638
P1000,P1204,-0.01948441647184177
P1000,P1205,0.09604252339984228
P1000,P1207,-0.012254628528187038
P1000,P1208,-0.008649387348522919
P1000,P1209,0.15220597709112274
P1000,P1210,-0.02314078036787595
P1000,P1212,-0.01503656181493861
P1000,P1213,-0.017394968810414024
P1000,P1214,-0.015036561814938638
P1000,P1216,-0.01739496881041403
P1000,P1217,-0.017394968810413997
P1000,P1218,-0.02138404172878646
P1000,P1219,-0.017394968810414017
P1000,P1220,-0.017394968810414014
P1000,P1221,-0.021384041728786336
P1000,P1223,-0.017394968810414
P1000,P1224,-0.023140780367875972
P1000,P1225,-0.02138404172878641
P1000,P1226,-0.017394968810414056
P1000,P1227,-0.01225462852818702
P1000,P1228,0.06882127055987512
P1000,P1230,0.1522059770911227
P1000,P1231,
P1000,P1232,-0.008649387348522943
P1000,P1233,-0.012254628528187017
P1000,P1236,-0.015036561814938676
P1000,P1237,-0.01225462852818704
