product1,product2,correlation
P1001,P1003,-0.018216477516095404
P1001,P1004,-0.01821647751609538
P1001,P1006,-0.020408163265306263
P1001,P1007,
P1001,P1011,-0.01574396482222821
P1001,P1012,-0.027606712560035693
P1001,P1013,-0.012828950144769638
P1001,P1014,-0.018216477516095446
P1001,P1015,-0.012828950144769636
P1001,P1016,-0.03377616026739002
P1001,P1020,-0.0157439648222282
P1001,P1021,-0.025974025974025892
P1001,P1022,0.183673469387755
P1001,P1024,-0.012828950144769638
P1001,P1025,-0.012828950144769634
P1001,P1027,-0.025974025974025917
P1001,P1030,0.350961336485685
P1001,P1031,-0.015743964822228094
P1001,P1032,-0.018216477516095394
P1001,P1033,-0.022401787435256552
P1001,P1035,-0.032077765224219464
P1001,P1036,-0.022401787435256486
P1001,P1038,-0.020408163265306194
P1001,P1041,-0.015743964822228083
P1001,P1042,-0.03609222518856502
P1001,P1044,-0.015743964822228118
P1001,P1045,-0.01574396482222811
P1001,P1046,-0.012828950144769606
P1001,P1048,-0.026527905453864756
P1001,P1049,
P1001,P1051,-0.009053203578921106
P1001,P1052,-0.018216477516095446
P1001,P1053,-0.015743964822228094
P1001,P1056,-0.012828950144769636
P1001,P1057,-0.025974025974025917
P1001,P1058,-0.009053203578921087
P1001,P1059,0.18367346938775367
P1001,P1061,-0.01574396482222819
P1001,P1062,0.12576391277349605
P1001,P1065,
P1001,P1066,0.1309363994409855
P1001,P1068,-0.018216477516095394
P1001,P1069,-0.018216477516095356
P1001,P1070,-0.012828950144769629
P1001,P1071,-0.02597402597402592
P1001,P1074,-0.018216477516095373
P1001,P1075,-0.012828950144769641
P1001,P1076,-0.02424643224844352
P1001,P1077,
P1001,P1078,-0.009053203578921106
P1001,P1079,-0.018216477516095373
P1001,P1080,-0.018216477516095366
P1001,P1082,-0.02597402597402592
P1001,P1085,-0.02240178743525653
P1001,P1086,-0.024246432248443566
P1001,P1087,-0.018216477516095373
P1001,P1088,-0.015743964822228142
P1001,P1092,-0.024246432248443466
P1001,P1093,-0.009053203578921101
P1001,P1094,-0.020408163265306176
P1001,P1097,-0.009053203578921094
P1001,P1098,-0.018216477516095373
P1001,P1099,-0.0276067125600357
P1001,P1100,-0.015743964822228142
P1001,P1101,-0.01821647751609537
P1001,P1102,-0.018216477516095373
P1001,P1104,-0.009053203578921084
P1001,P1105,-0.01821647751609536
P1001,P1106,-0.0182164775160954
P1001,P1108,-0.012828950144769603
P1001,P1110,-0.01574396482222812
P1001,P1111,-0.02424643224844355
P1001,P1112,-0.018216477516095366
P1001,P1113,-0.015743964822228094
P1001,P1115,-0.018216477516095387
P1001,P1118,-0.02040816326530618
P1001,P1119,-0.022401787435256552
P1001,P1120,-0.02040816326530622
P1001,P1121,-0.024246432248443597
P1001,P1122,-0.021315227815974218
P1001,P1124,-0.020408163265306235
P1001,P1126,-0.012828950144769645
P1001,P1127,-0.01821647751609539
P1001,P1129,-0.027606712560035686
P1001,P1130,
P1001,P1132,-0.015743964822228135
P1001,P1133,-0.015743964822228156
P1001,P1138,-0.018216477516095373
P1001,P1139,-0.022401787435256663
P1001,P1140,-0.0224017874352566
P1001,P1141,-0.01821647751609538
P1001,P1142,-0.020408163265306232
P1001,P1144,-0.01574396482222814
P1001,P1146,
P1001,P1147,-0.015743964822228142
P1001,P1148,-0.012828950144769641
P1001,P1149,
P1001,P1151,-0.01719797901225282
P1001,P1152,-0.020408163265306218
P1001,P1154,-0.018216477516095373
P1001,P1155,-0.024246432248443597
P1001,P1156,-0.020408163265306267
P1001,P1157,-0.02240178743525658
P1001,P1159,-0.018216477516095394
P1001,P1160,-0.01821647751609536
P1001,P1161,-0.018216477516095394
P1001,P1162,0.2466554488815751
P1001,P1163,-0.027606712560035693
P1001,P1164,-0.03064780333124746
P1001,P1165,-0.018216477516095387
P1001,P1166,-0.01821647751609538
P1001,P1167,-0.022401787435256715
P1001,P1168,-0.029160592175990326
P1001,P1170,-0.012828950144769653
P1001,P1172,0.06685204349418557
P1001,P1173,-0.020408163265306256
P1001,P1174,-0.01821647751609537
P1001,P1175,-0.012828950144769601
P1001,P1177,-0.0182164775160954
P1001,P1178,-0.015743964822228142
P1001,P1179,-0.020408163265306232
P1001,P1180,-0.01574396482222815
P1001,P1182,-0.0276067125600357
P1001,P1183,-0.015743964822228125
P1001,P1185,-0.027606712560035697
P1001,P1186,-0.015743964822228135
P1001,P1189,-0.027606712560035697
P1001,P1190,-0.009053203578921098
P1001,P1192,-0.018216477516095377
P1001,P1193,-0.01821647751609541
P1001,P1195,-0.018216477516095397
P1001,P1196,-0.025974025974025917
P1001,P1197,-0.015743964822228167
P1001,P1198,0.24665544888157523
P1001,P1199,0.209489491435097
P1001,P1201,-0.034794450031961105
P1001,P1203,-0.015743964822228135
P1001,P1204,-0.00905320357892111
P1001,P1205,-0.012828950144769645
P1001,P1206,-0.01282895014476962
P1001,P1207,-0.01574396482222821
P1001,P1208,-0.018216477516095394
P1001,P1209,-0.01282895014476959
P1001,P1210,-0.025974025974025924
P1001,P1212,-0.03207776522421946
P1001,P1213,-0.018216477516095383
P1001,P1214,-0.024886864460269924
P1001,P1217,-0.009053203578921091
P1001,P1218,-0.015743964822228222
P1001,P1219,-0.018216477516095387
P1001,P1220,-0.018216477516095394
P1001,P1221,-0.020408163265306256
P1001,P1224,-0.00905320357892111
P1001,P1226,-0.018216477516095373
P1001,P1227,-0.024246432248443493
P1001,P1228,-0.025974025974025882
P1001,P1229,0.5090548625853779
P1001,P1231,-0.018216477516095383
P1001,P1234,-0.012828950144769605
P1001,P1235,-0.0259740259740259
P1001,P1236,-0.009053203578921106
P1001,P1237,-0.018216477516095352
P1001,P1239,-0.015743964822228174
P1001,P1241,-0.01821647751609544
P1001,P1243,-0.02240178743525657
P1001,P1244,0.13636363636363613
P1001,P1246,-0.0242464322484435
P1001,P1248,-0.009053203578921106
P1001,P1249,-0.009053203578921103
P1001,P1251,
P1001,P1252,-0.0182164775160954
P1001,P1254,-0.018216477516095408
P1001,P1255,-0.030647803331247458
P1001,P1256,-0.018216477516095383
P1001,P1257,-0.03207776522421954
P1001,P1258,-0.015743964822228146
P1001,P1259,
P1001,P1260,-0.012828950144769613
P1001,P1261,-0.022401787435256424
P1001,P1263,-0.02424643224844352
P1001,P1264,-0.018216477516095387
P1001,P1265,-0.025974025974025913
P1001,P1266,-0.020408163265306256
P1001,P1268,-0.00905320357892108
P1001,P1269,-0.015743964822228222
P1001,P1270,-0.012828950144769652
P1001,P1273,-0.018216477516095418
P1001,P1274,-0.029160592175990444
P1001,P1276,-0.0276067125600357
P1001,P1277,-0.01821647751609541
P1001,P1279,-0.012828950144769627
P1001,P1280,-0.012828950144769582
P1001,P1281,-0.022401787435256594
P1001,P1284,-0.01821647751609539
P1001,P1286,-0.015743964822228135
P1001,P1289,-0.024246432248443434
P1001,P1290,-0.025974025974025896
P1001,P1291,
P1001,P1292,-0.01821647751609542
P1001,P1293,0.24665544888157376
P1001,P1295,-0.024246432248443504
P1001,P1296,-0.025974025974025892
P1001,P1297,0.1836734693877537
P1001,P1299,-0.018216477516095408
P1001,P1300,0.209489491435097
P1001,P1301,-0.012828950144769645
P1001,P1302,-0.018216477516095383
P1001,P1303,-0.009053203578921101
P1001,P1304,-0.015743964822228233
P1001,P1306,-0.012828950144769629
P1001,P1309,-0.020408163265306267
P1001,P1310,-0.018216477516095408
P1001,P1311,-0.01282895014476958
P1001,P1312,-0.02424643224844351
P1001,P1314,-0.0204081632653062
P1001,P1315,0.18367346938775367
P1001,P1316,-0.030647803331247513
P1001,P1317,0.5090548625853767
P1001,P1318,-0.025974025974025917
P1001,P1319,-0.01574396482222819
P1001,P1320,
P1001,P1321,-0.009053203578921084
P1001,P1322,-0.024246432248443545
P1001,P1323,-0.018216477516095397
P1001,P1324,-0.012828950144769594
P1001,P1325,-0.009053203578921084
P1001,P1326,-0.025974025974025896
P1001,P1329,-0.01821647751609539
P1001,P1332,-0.020408163265306263
P1001,P1333,-0.018216477516095397
P1001,P1336,-0.018216477516095408
P1001,P1337,-0.0306478033312475
P1001,P1338,-0.018216477516095383
P1001,P1339,-0.02040816326530622
P1001,P1340,0.21373733591061903
P1001,P1342,-0.01574396482222817
P1001,P1345,-0.03479445003196108
P1001,P1346,-0.024246432248443524
P1001,P1347,-0.01574396482222815
P1001,P1348,-0.012828950144769645
P1001,P1349,-0.018216477516095415
P1001,P1350,-0.024246432248443545
P1001,P1351,-0.033457960425263236
P1001,P1352,-0.02040816326530625
P1001,P1353,-0.03242722175627604
P1001,P1355,-0.018216477516095404
P1001,P1357,-0.015743964822228142
P1001,P1358,-0.01282895014476962
P1001,P1359,-0.024246432248443424
P1003,P1004,-0.01626016260162602
P1003,P1006,-0.018216477516095404
P1003,P1007,
P1003,P1011,-0.01405317947871757
P1003,P1012,0.1464827376925721
P1003,P1013,-0.011451215811497963
P1003,P1014,-0.01626016260162595
P1003,P1015,-0.011451215811497955
P1003,P1016,-0.030148850540456455
P1003,P1020,-0.014053179478717556
P1003,P1021,0.15794514028159948
P1003,P1022,-0.018216477516095408
P1003,P1024,-0.011451215811497965
P1003,P1025,-0.011451215811497968
P1003,P1027,-0.023184607747757803
P1003,P1030,-0.01999600119960027
P1003,P1031,-0.014053179478717466
P1003,P1032,-0.01626016260162609
P1003,P1033,-0.019996001199600353
P1003,P1035,-0.028632850559705478
P1003,P1036,-0.01999600119960025
P1003,P1038,-0.01821647751609541
P1003,P1041,-0.014053179478717454
P1003,P1042,0.37048615307616267
P1003,P1044,-0.014053179478717485
P1003,P1045,-0.014053179478717493
P1003,P1046,-0.011451215811497838
P1003,P1048,-0.023679004669222004
P1003,P1049,
P1003,P1051,-0.008080956492758477
P1003,P1052,-0.016260162601625952
P1003,P1053,-0.014053179478717464
P1003,P1056,-0.011451215811497965
P1003,P1057,-0.023184607747757827
P1003,P1058,-0.008080956492758392
P1003,P1059,-0.018216477516095404
P1003,P1061,-0.01405317947871754
P1003,P1062,-0.02464195587351685
P1003,P1065,
P1003,P1066,-0.019026130044747198
P1003,P1068,-0.01626016260162609
P1003,P1069,-0.016260162601626067
P1003,P1070,-0.011451215811497951
P1003,P1071,-0.023184607747757807
P1003,P1074,-0.016260162601626032
P1003,P1075,-0.011451215811497963
P1003,P1076,-0.021642544807065796
P1003,P1077,
P1003,P1078,-0.00808095649275848
P1003,P1079,-0.016260162601626087
P1003,P1080,-0.01626016260162608
P1003,P1082,-0.02318460774775781
P1003,P1085,-0.019996001199600356
P1003,P1086,-0.021642544807065803
P1003,P1087,-0.016260162601626067
P1003,P1088,-0.014053179478717506
P1003,P1092,-0.021642544807065824
P1003,P1093,-0.008080956492758452
P1003,P1094,-0.018216477516095415
P1003,P1097,-0.008080956492758393
P1003,P1098,-0.01626016260162609
P1003,P1099,-0.024641955873516846
P1003,P1100,-0.014053179478717539
P1003,P1101,0.23780487804878223
P1003,P1102,-0.016260162601626018
P1003,P1104,-0.008080956492758366
P1003,P1105,0.2378048780487815
P1003,P1106,-0.016260162601626073
P1003,P1108,-0.011451215811497812
P1003,P1110,-0.014053179478717506
P1003,P1111,-0.021642544807065806
P1003,P1112,-0.016260162601626084
P1003,P1113,-0.014053179478717452
P1003,P1115,-0.016260162601626115
P1003,P1118,-0.018216477516095408
P1003,P1119,-0.019996001199600284
P1003,P1120,-0.01821647751609541
