product1,product2,correlation
P1000,P1002,-0.011687815178627005
P1000,P1003,-0.01659751037344398
P1000,P1004,-0.016597510373443987
P1000,P1006,-0.020412591716598705
P1000,P1008,-0.016597510373443983
P1000,P1009,-0.008247580463246201
P1000,P1011,-0.016597510373443973
P1000,P1013,-0.01659751037344395
P1000,P1014,-0.014344136810133192
P1000,P1017,-0.016597510373443952
P1000,P1018,-0.014344136810133204
P1000,P1021,-0.008247580463246218
P1000,P1022,-0.0204125917165987
P1000,P1024,-0.016597510373443987
P1000,P1025,-0.01659751037344397
P1000,P1027,-0.02366967500231905
P1000,P1028,-0.02209439000758296
P1000,P1029,-0.01659751037344398
P1000,P1031,-0.016597510373443976
P1000,P1033,-0.011687815178626992
P1000,P1034,-0.02366967500231899
P1000,P1035,-0.018595200082640033
P1000,P1039,-0.023669675002319007
P1000,P1040,-0.014344136810133213
P1000,P1041,-0.016597510373443963
P1000,P1042,-0.038410080127711854
P1000,P1046,-0.02793250519761676
P1000,P1047,-0.011687815178627024
P1000,P1049,-0.011687815178627003
P1000,P1051,-0.01168781517862697
P1000,P1052,-0.016597510373443987
P1000,P1054,-0.024174767410393365
P1000,P1056,-0.022094390007582912
P1000,P1057,-0.026575873215528147
P1000,P1058,-0.014344136810133194
P1000,P1060,-0.0143441368101332
P1000,P1061,-0.014344136810133206
P1000,P1062,
P1000,P1063,-0.014344136810133213
P1000,P1064,-0.011687815178627011
P1000,P1066,-0.023669675002319018
P1000,P1067,-0.022094390007582926
P1000,P1068,0.17123152255876678
P1000,P1069,-0.018595200082640016
P1000,P1070,-0.011687815178626987
P1000,P1072,-0.018595200082639998
P1000,P1073,-0.011687815178626978
P1000,P1075,-0.011687815178627017
P1000,P1076,-0.011687815178627006
P1000,P1077,-0.014344136810133195
P1000,P1079,-0.018595200082640026
P1000,P1081,-0.020412591716598736
P1000,P1082,-0.011687815178626966
P1000,P1083,-0.014344136810133207
P1000,P1085,-0.008247580463246194
P1000,P1087,-0.01659751037344397
P1000,P1088,-0.014344136810133187
P1000,P1090,-0.01168781517862702
P1000,P1092,0.18796594872367936
P1000,P1093,-0.016597510373443935
P1000,P1095,-0.016597510373443966
P1000,P1096,-0.008247580463246187
P1000,P1097,-0.008247580463246201
P1000,P1098,-0.014344136810133207
P1000,P1099,-0.011687815178627008
P1000,P1100,-0.02041259171659858
P1000,P1101,-0.02366967500231899
P1000,P1103,-0.016597510373443928
P1000,P1105,-0.014344136810133202
P1000,P1107,-0.031716079827158156
P1000,P1108,-0.016597510373443956
P1000,P1109,0.1712315225587668
P1000,P1111,-0.016597510373443966
P1000,P1112,-0.020412591716598705
P1000,P1113,-0.022678336351052975
P1000,P1114,0.12760076238002255
P1000,P1115,-0.021099698117404534
P1000,P1116,-0.011687815178627013
P1000,P1117,-0.020412591716598698
P1000,P1118,-0.01434413681013319
P1000,P1120,-0.01659751037344397
P1000,P1123,-0.016597510373443924
P1000,P1124,0.7458506224066405
P1000,P1125,-0.014344136810133207
P1000,P1126,-0.01659751037344397
P1000,P1128,-0.016597510373443973
P1000,P1129,-0.014344136810133218
P1000,P1130,-0.020412591716598677
P1000,P1132,-0.008247580463246237
P1000,P1133,-0.02515861490766179
P1000,P1134,-0.014344136810133185
P1000,P1135,-0.014344136810133194
P1000,P1136,-0.011687815178627008
P1000,P1137,-0.0210996981174045
P1000,P1138,-0.016597510373443966
P1000,P1139,-0.027932505197616767
P1000,P1140,-0.022094390007582957
P1000,P1142,-0.02366967500231905
P1000,P1145,-0.011687815178626994
P1000,P1146,-0.01659751037344396
P1000,P1150,-0.016597510373443966
P1000,P1151,0.2375518672199166
P1000,P1152,-0.01659751037344397
P1000,P1154,-0.027932505197616767
P1000,P1156,-0.016597510373443994
P1000,P1157,-0.016597510373443942
P1000,P1159,-0.018595200082640054
P1000,P1160,-0.01434413681013319
P1000,P1161,-0.016597510373443987
P1000,P1163,-0.016597510373443963
P1000,P1165,-0.016597510373443956
P1000,P1166,-0.029237089479074597
P1000,P1167,-0.014344136810133213
P1000,P1171,-0.0331458018735816
P1000,P1172,-0.016597510373443956
P1000,P1173,-0.020412591716598698
P1000,P1174,-0.020412591716598694
P1000,P1175,-0.018595200082640068
P1000,P1176,-0.020412591716598705
P1000,P1177,
P1000,P1179,-0.014344136810133192
P1000,P1183,-0.0143441368101332
P1000,P1184,-0.016597510373443928
P1000,P1187,-0.016597510373443983
P1000,P1188,-0.02041259171659873
P1000,P1189,-0.02041259171659874
P1000,P1190,-0.022094390007582912
P1000,P1191,-0.020412591716598667
P1000,P1193,-0.008247580463246215
P1000,P1196,-0.014344136810133192
P1000,P1198,-0.016597510373443952
P1000,P1199,-0.011687815178627
P1000,P1200,-0.014344136810133223
P1000,P1202,-0.01859520008264005
P1000,P1205,
P1000,P1207,-0.014344136810133199
P1000,P1209,-0.011687815178627025
P1000,P1210,-0.016597510373443973
P1000,P1211,-0.02041259171659875
P1000,P1214,-0.016597510373443956
P1000,P1215,
P1000,P1216,-0.023669675002319018
P1000,P1218,-0.014344136810133221
P1000,P1219,-0.014344136810133221
P1000,P1220,-0.016597510373443956
P1000,P1221,-0.011687815178626942
P1000,P1224,-0.01168781517862702
P1000,P1225,-0.020412591716598687
P1000,P1226,-0.016597510373443976
P1000,P1228,-0.020412591716598663
P1000,P1229,-0.014344136810133206
P1000,P1230,-0.014344136810133206
P1000,P1231,-0.011687815178626968
P1000,P1232,-0.029237089479074656
P1000,P1233,-0.011687815178626985
P1000,P1234,-0.014344136810133204
P1000,P1235,-0.016597510373443983
P1000,P1236,
P1000,P1237,-0.014344136810133188
P1000,P1238,
P1000,P1239,-0.022094390007582926
P1000,P1240,-0.016597510373443966
P1000,P1241,-0.02923708947907468
P1000,P1242,-0.014344136810133218
P1000,P1244,-0.016597510373443987
P1000,P1245,-0.016597510373443956
P1000,P1246,-0.022094390007582915
P1000,P1247,-0.01659751037344391
P1000,P1248,-0.014344136810133218
P1000,P1249,0.4020639638491334
P1000,P1250,-0.014344136810133187
P1000,P1252,-0.014344136810133202
P1000,P1255,-0.025158614907661747
P1000,P1256,-0.02209439000758288
P1000,P1258,-0.014344136810133214
P1000,P1259,-0.01659751037344398
P1000,P1262,-0.011687815178626985
P1000,P1263,-0.016597510373443945
P1000,P1265,-0.011687815178627027
P1000,P1269,-0.0210996981174045
P1000,P1270,-0.01659751037344395
