product1,product2,correlation
P1000,P1001,-0.040164271738447194
P1000,P1005,-0.014819171472698876
P1000,P1006,-0.01818539692768136
P1000,P1008,-0.021040146079235503
P1000,P1011,-0.034166390092138774
P1000,P1012,-0.028000000000000018
P1000,P1014,-0.014819171472698876
P1000,P1017,-0.02357022603955155
P1000,P1019,-0.02104014607923551
P1000,P1020,-0.02104014607923552
P1000,P1021,-0.028000000000000008
P1000,P1022,-0.0258712718891698
P1000,P1024,-0.038623869286861054
P1000,P1026,-0.014819171472698919
P1000,P1028,-0.030632299972554698
P1000,P1030,-0.021040146079235485
P1000,P1031,-0.021040146079235544
P1000,P1032,-0.02999330581270244
P1000,P1035,-0.02587127188916976
P1000,P1037,-0.043115208010929496
P1000,P1039,-0.010458250331675929
P1000,P1040,-0.01481917147269889
P1000,P1042,-0.027999999999999997
P1000,P1044,-0.023570226039551546
P1000,P1045,-0.018185396927681338
P1000,P1047,-0.025871271889169732
P1000,P1048,-0.02104014607923553
P1000,P1053,-0.023570226039551532
P1000,P1055,
P1000,P1057,-0.029993305812702476
P1000,P1058,-0.029993305812702507
P1000,P1059,0.05581879608557809
P1000,P1060,-0.01818539692768129
P1000,P1061,-0.0210401460792355
P1000,P1062,-0.02104014607923554
P1000,P1063,-0.02587127188916981
P1000,P1065,-0.014819171472698907
P1000,P1066,0.4269238421593755
P1000,P1067,-0.02104014607923552
P1000,P1068,0.3582342770241602
P1000,P1070,-0.01481917147269892
P1000,P1072,-0.02799999999999994
P1000,P1074,-0.018185396927681275
P1000,P1075,-0.018185396927681393
P1000,P1078,-0.029993305812702417
P1000,P1079,-0.025871271889169805
P1000,P1080,-0.023570226039551563
P1000,P1083,-0.025871271889169812
P1000,P1084,-0.018185396927681362
P1000,P1085,-0.03366902491707169
P1000,P1087,-0.021040146079235534
P1000,P1088,-0.03538407156228921
P1000,P1089,-0.02357022603955156
P1000,P1090,-0.02800000000000005
P1000,P1091,-0.03366902491707167
P1000,P1092,-0.014819171472698916
P1000,P1093,-0.029993305812702462
P1000,P1094,-0.023570226039551542
P1000,P1095,-0.025871271889169833
P1000,P1096,0.08994439513560613
P1000,P1098,0.20436922261584706
P1000,P1099,
P1000,P1100,-0.025871271889169812
P1000,P1102,-0.014819171472698902
P1000,P1104,-0.021040146079235503
P1000,P1105,-0.025871271889169812
P1000,P1106,-0.018185396927681372
P1000,P1107,-0.031876778887743075
P1000,P1108,-0.02104014607923551
P1000,P1109,-0.021040146079235534
P1000,P1110,-0.033669024917071654
P1000,P1111,-0.01818539692768137
P1000,P1112,-0.021040146079235482
P1000,P1113,-0.018185396927681362
P1000,P1114,-0.029993305812702476
P1000,P1115,-0.037032803990902086
P1000,P1116,0.4125714285714267
P1000,P1117,
P1000,P1119,-0.010458250331675934
P1000,P1120,0.11885714285714215
P1000,P1121,-0.018185396927681306
P1000,P1122,
P1000,P1124,-0.028
P1000,P1125,-0.014819171472698905
P1000,P1126,-0.02104014607923553
P1000,P1131,-0.014819171472698876
P1000,P1132,-0.024617210791188556
P1000,P1134,-0.02104014607923548
P1000,P1135,-0.025871271889169798
P1000,P1136,0.4269238421593748
P1000,P1137,-0.0181853969276813
P1000,P1138,-0.014819171472698924
P1000,P1139,-0.02104014607923551
P1000,P1140,-0.02104014607923553
P1000,P1141,-0.02104014607923553
P1000,P1142,0.17207833757660532
P1000,P1143,-0.01818539692768133
P1000,P1146,0.107654544077736
P1000,P1149,-0.027999999999999962
P1000,P1150,-0.01818539692768138
P1000,P1153,-0.021040146079235468
P1000,P1154,-0.02104014607923554
P1000,P1155,-0.01481917147269891
P1000,P1157,-0.033669024917071654
P1000,P1158,-0.02587127188916965
P1000,P1159,-0.02104014607923553
P1000,P1160,-0.025871271889169805
P1000,P1162,0.08994439513560583
P1000,P1164,-0.010458250331675936
P1000,P1168,-0.018185396927681317
P1000,P1170,-0.03187677888774303
P1000,P1171,-0.03416639009213881
P1000,P1172,-0.027999999999999917
P1000,P1173,-0.02357022603955153
P1000,P1174,-0.014819171472698926
P1000,P1175,-0.010458250331675946
P1000,P1176,-0.025871271889169822
P1000,P1177,-0.010458250331675934
P1000,P1178,-0.0181853969276813
P1000,P1179,-0.021040146079235517
P1000,P1180,-0.01818539692768128
P1000,P1181,-0.031876778887743075
P1000,P1183,-0.014819171472698883
P1000,P1184,-0.02999330581270241
P1000,P1185,-0.02357022603955153
P1000,P1186,-0.018185396927681268
P1000,P1187,-0.03243723035407738
P1000,P1188,-0.02800000000000003
P1000,P1189,-0.0299933058127025
P1000,P1190,0.20436922261584708
P1000,P1191,-0.023570226039551553
P1000,P1192,-0.021040146079235492
P1000,P1193,-0.028000000000000008
P1000,P1194,-0.02999330581270242
P1000,P1195,-0.025871271889169805
P1000,P1196,-0.01818539692768132
P1000,P1198,-0.02104014607923549
P1000,P1199,-0.0210401460792355
P1000,P1200,-0.0181853969276813
P1000,P1201,-0.031876778887743054
P1000,P1202,-0.014819171472698865
P1000,P1203,-0.028000000000000018
P1000,P1204,0.11885714285714222
P1000,P1205,
P1000,P1206,-0.014819171472698938
P1000,P1207,0.558315304888288
P1000,P1208,-0.02587127188916968
P1000,P1209,0.3225753792270063
P1000,P1211,0.1720783375766053
P1000,P1212,-0.01818539692768139
P1000,P1213,-0.021040146079235524
P1000,P1214,-0.01818539692768138
P1000,P1215,-0.018185396927681407
P1000,P1216,-0.01818539692768138
P1000,P1217,-0.014819171472698907
P1000,P1219,-0.02104014607923552
P1000,P1220,-0.029993305812702476
P1000,P1222,-0.01045825033167594
P1000,P1223,-0.025871271889169826
P1000,P1224,-0.014819171472698907
P1000,P1227,-0.018185396927681372
P1000,P1229,-0.018185396927681344
P1000,P1231,-0.027999999999999945
P1000,P1232,-0.010458250331675937
P1000,P1233,-0.025871271889169805
P1000,P1236,-0.018185396927681396
P1000,P1237,-0.01818539692768141
P1000,P1238,-0.02587127188916979
P1000,P1239,-0.02357022603955154
P1000,P1240,-0.037032803990902065
P1000,P1241,-0.014819171472698851
P1000,P1242,-0.03187677888774303
P1000,P1243,-0.01818539692768132
P1000,P1245,-0.0181853969276814
P1000,P1247,-0.02104014607923554
P1000,P1249,-0.021040146079235503
P1000,P1250,-0.01818539692768139
P1000,P1251,-0.025871271889169635
P1000,P1252,-0.014819171472698942
P1000,P1253,-0.02587127188916982
P1000,P1255,-0.025871271889169822
P1000,P1256,-0.02357022603955157
P1000,P1257,-0.010458250331675932
P1000,P1258,-0.02104014607923549
P1000,P1259,-0.01481917147269887
P1000,P1260,-0.02104014607923547
P1000,P1261,-0.01818539692768131
P1000,P1262,-0.035384071562289184
P1000,P1263,0.11885714285714247
P1000,P1264,-0.021040146079235544
P1000,P1265,-0.03366902491707167
P1000,P1267,-0.031876778887743026
P1000,P1270,-0.02104014607923551
P1000,P1271,-0.023570226039551563
P1000,P1272,-0.021040146079235524
P1000,P1273,
P1000,P1274,-0.014819171472698924
P1000,P1275,-0.026741050818594892
P1000,P1276,-0.014819171472698888
P1000,P1278,0.2572184762761325
P1000,P1279,-0.02104014607923552
P1000,P1280,-0.010458250331675936
P1000,P1281,-0.021040146079235513
P1000,P1282,-0.023570226039551563
P1000,P1285,-0.018185396927681292
P1000,P1286,-0.02999330581270243
P1000,P1288,-0.027999999999999935
P1000,P1290,-0.02674105081859493
P1000,P1295,-0.029993305812702466
P1000,P1296,-0.021040146079235524
P1000,P1297,-0.018185396927681303
P1000,P1300,-0.023570226039551546
P1000,P1301,-0.014819171472698896
P1000,P1302,-0.021040146079235558
P1000,P1303,-0.01818539692768139
P1000,P1304,-0.010458250331675953
P1000,P1305,-0.021040146079235503
P1000,P1307,-0.01481917147269894
P1000,P1309,-0.029993305812702473
P1000,P1311,-0.021040146079235558
P1000,P1312,-0.023570226039551546
P1000,P1313,-0.02800000000000006
P1000,P1314,-0.01818539692768136
P1000,P1316,-0.025871271889169798
P1000,P1317,-0.014819171472698883
P1000,P1318,-0.018185396927681292
P1000,P1319,-0.021040146079235527
P1000,P1322,-0.03187677888774307
P1000,P1323,-0.021040146079235503
P1000,P1324,-0.02104014607923548
P1000,P1325,-0.018185396927681296
P1000,P1326,-0.018185396927681285
P1000,P1327,-0.018185396927681296
P1000,P1328,-0.02800000000000006
P1000,P1329,-0.027999999999999945
P1000,P1331,
P1000,P1333,
P1000,P1335,-0.018185396927681313
P1000,P1337,-0.023570226039551636
P1000,P1338,-0.02999330581270241
P1000,P1340,-0.01818539692768131
P1000,P1342,-0.01818539692768139
P1000,P1343,-0.02104014607923555
P1000,P1344,-0.0210401460792355
P1000,P1345,-0.023570226039551632
P1000,P1346,-0.010458250331675939
P1000,P1348,-0.02104014607923558
P1000,P1349,-0.018185396927681376
P1000,P1352,-0.010458250331675923
P1000,P1353,-0.01481917147269891
P1000,P1354,0.0818320013552537
P1000,P1355,0.07045672858921884
P1000,P1356,-0.029993305812702476
P1000,P1357,-0.028000000000000018
P1000,P1358,-0.02357022603955153
P1000,P1359,0.3829502438586123
P1001,P1005,-0.021257186784575857
P1001,P1006,-0.026085829424104232
P1001,P1008,-0.03018079087653723
P1001,P1011,-0.04900957771365912
P1001,P1012,-0.04016427173844737
P1001,P1014,-0.02125718678457587
P1001,P1017,-0.033810034413899126
P1001,P1019,-0.03018079087653722
P1001,P1020,-0.030180790876537234
P1001,P1021,-0.0401642717384473
P1001,P1022,-0.037110742656281004
P1001,P1024,0.17930052071796446
P1001,P1026,-0.021257186784575936
P1001,P1028,-0.04394014357397568
