product1,product2,correlation
P1000,P1001,-0.016393442622950803
P1000,P1002,0.6648528249345488
P1000,P1003,-0.020160580116942828
P1000,P1004,-0.016393442622950824
P1000,P1005,-0.014168134390870297
P1000,P1007,-0.008146791580026104
P1000,P1008,-0.011544696675305336
P1000,P1009,-0.021821046823744507
P1000,P1010,-0.020160580116942817
P1000,P1011,-0.008146791580026095
P1000,P1012,-0.020160580116942776
P1000,P1017,-0.01154469667530525
P1000,P1018,-0.008146791580026144
P1000,P1019,-0.008146791580026146
P1000,P1020,-0.011544696675305251
P1000,P1021,-0.014168134390870307
P1000,P1024,-0.016393442622950824
P1000,P1025,-0.01639344262295087
P1000,P1026,-0.014168134390870352
P1000,P1027,-0.03248648707815653
P1000,P1028,-0.011544696675305268
P1000,P1029,-0.016393442622950834
P1000,P1032,-0.014168134390870288
P1000,P1033,-0.01836610013631355
P1000,P1034,-0.01416813439087035
P1000,P1035,-0.020160580116942814
P1000,P1036,-0.020838987037291937
P1000,P1037,-0.016393442622950866
P1000,P1038,-0.01639344262295081
P1000,P1040,-0.014168134390870342
P1000,P1043,-0.021821046823744496
P1000,P1045,-0.014168134390870325
P1000,P1046,-0.014168134390870286
P1000,P1047,-0.016393442622950855
P1000,P1049,-0.021821046823744507
P1000,P1050,-0.01836610013631355
P1000,P1051,-0.01639344262295086
P1000,P1052,-0.021821046823744507
P1000,P1053,-0.014168134390870325
P1000,P1054,-0.014168134390870299
P1000,P1056,-0.020160580116942814
P1000,P1057,-0.018366100136313495
P1000,P1058,-0.014168134390870345
P1000,P1059,-0.014168134390870318
P1000,P1060,-0.02016058011694282
P1000,P1062,-0.01639344262295083
P1000,P1063,-0.021821046823744458
P1000,P1067,-0.011544696675305218
P1000,P1069,-0.018366100136313523
P1000,P1071,-0.01639344262295085
P1000,P1072,-0.01836610013631357
P1000,P1073,-0.020160580116942786
P1000,P1074,-0.008146791580026156
P1000,P1075,-0.01639344262295082
P1000,P1077,-0.02016058011694282
P1000,P1078,-0.016393442622950838
P1000,P1079,-0.03131779461412922
P1000,P1080,-0.01639344262295082
P1000,P1081,-0.01154469667530528
P1000,P1082,-0.02182104682374446
P1000,P1084,-0.016393442622950817
P1000,P1085,-0.014168134390870283
P1000,P1086,-0.027584000503292662
P1000,P1087,-0.02484605182399848
P1000,P1088,-0.01416813439087034
P1000,P1089,-0.01154469667530525
P1000,P1093,-0.021821046823744465
P1000,P1094,-0.01639344262295085
P1000,P1095,-0.014168134390870281
P1000,P1096,-0.016393442622950824
P1000,P1098,-0.014168134390870335
P1000,P1099,-0.008146791580026116
P1000,P1100,-0.011544696675305237
P1000,P1101,-0.021821046823744465
P1000,P1102,-0.011544696675305279
P1000,P1103,-0.016393442622950834
P1000,P1105,-0.016393442622950827
P1000,P1106,-0.01154469667530526
P1000,P1107,-0.023376229110609298
P1000,P1108,-0.014168134390870323
P1000,P1109,-0.014168134390870276
P1000,P1114,-0.01639344262295083
P1000,P1118,-0.014168134390870338
P1000,P1120,-0.02182104682374446
P1000,P1121,-0.01836610013631359
P1000,P1122,-0.018366100136313585
P1000,P1123,-0.03248648707815652
P1000,P1125,-0.014168134390870361
P1000,P1126,-0.01639344262295083
P1000,P1127,-0.016393442622950824
P1000,P1129,-0.016393442622950838
P1000,P1130,-0.01639344262295083
P1000,P1131,-0.016393442622950814
P1000,P1132,
P1000,P1133,-0.023376229110609298
P1000,P1134,0.1714510821865654
P1000,P1136,-0.023376229110609346
P1000,P1137,-0.020160580116942835
P1000,P1140,-0.008146791580026085
P1000,P1141,-0.020160580116942807
P1000,P1142,-0.016393442622950824
P1000,P1143,-0.02337622911060929
P1000,P1144,-0.01154469667530523
P1000,P1146,-0.023376229110609242
P1000,P1147,-0.020160580116942817
P1000,P1148,-0.016393442622950827
P1000,P1149,-0.00814679158002613
P1000,P1150,-0.018366100136313616
P1000,P1152,
P1000,P1153,-0.014168134390870347
P1000,P1154,-0.020160580116942793
P1000,P1157,-0.027584000503292662
P1000,P1159,-0.008146791580026094
P1000,P1160,-0.021821046823744503
P1000,P1161,0.520121097711054
P1000,P1162,-0.01639344262295081
P1000,P1163,0.2377049180327873
P1000,P1164,-0.016393442622950834
P1000,P1165,-0.024846051823998468
P1000,P1169,-0.016393442622950814
P1000,P1172,-0.01639344262295082
P1000,P1173,-0.016393442622950782
P1000,P1175,-0.016393442622950814
P1000,P1176,-0.016393442622950834
P1000,P1177,-0.016393442622950834
P1000,P1178,-0.016393442622950838
P1000,P1179,-0.008146791580026137
P1000,P1180,-0.014168134390870371
P1000,P1183,-0.01639344262295082
P1000,P1184,-0.011544696675305322
P1000,P1187,-0.011544696675305227
P1000,P1188,-0.008146791580026144
P1000,P1189,-0.011544696675305227
P1000,P1190,-0.011544696675305235
P1000,P1191,-0.028871523671830778
P1000,P1193,-0.014168134390870299
P1000,P1194,0.23770491803278734
P1000,P1195,-0.016393442622950817
P1000,P1197,-0.020160580116942783
P1000,P1198,-0.01416813439087034
P1000,P1199,-0.024846051823998457
P1000,P1200,-0.020160580116942807
P1000,P1202,-0.026245001623319004
P1000,P1203,-0.016393442622950817
P1000,P1204,-0.018366100136313488
P1000,P1205,-0.020160580116942786
P1000,P1207,0.2377049180327873
P1000,P1208,-0.018366100136313485
P1000,P1209,-0.018366100136313568
P1000,P1210,0.7459016393442607
P1000,P1211,-0.008146791580026097
P1000,P1213,-0.016393442622950866
P1000,P1214,0.2377049180327873
P1000,P1215,-0.016393442622950827
P1000,P1217,-0.018366100136313512
P1000,P1221,-0.014168134390870349
P1000,P1223,-0.02484605182399847
P1000,P1225,-0.02016058011694282
P1000,P1226,-0.016393442622950793
P1000,P1228,-0.02182104682374449
P1000,P1229,-0.0201605801169428
P1000,P1230,-0.01639344262295084
P1000,P1232,-0.014168134390870292
P1000,P1234,-0.016393442622950838
P1000,P1236,
P1000,P1237,-0.01639344262295082
P1000,P1238,-0.01836610013631348
P1000,P1240,-0.02016058011694282
P1000,P1243,-0.016393442622950852
P1000,P1244,-0.02484605182399846
P1000,P1245,-0.018366100136313557
P1000,P1246,-0.01154469667530526
P1000,P1248,-0.014168134390870273
P1000,P1249,-0.018366100136313512
P1000,P1250,-0.008146791580026106
P1000,P1252,-0.018366100136313502
P1000,P1253,-0.01639344262295084
P1000,P1254,-0.02016058011694281
P1000,P1255,-0.016393442622950834
P1000,P1257,-0.0218210468237445
P1000,P1258,-0.01639344262295083
P1000,P1261,-0.014168134390870338
P1000,P1262,-0.0201605801169428
P1000,P1263,-0.01639344262295081
P1000,P1264,-0.008146791580026149
P1000,P1266,
P1000,P1270,-0.016393442622950862
P1000,P1271,-0.008146791580026121
P1000,P1272,-0.016393442622950855
P1000,P1274,-0.016393442622950834
P1000,P1275,-0.011544696675305256
P1000,P1277,-0.018366100136313453
P1000,P1278,-0.018366100136313505
P1000,P1279,-0.027584000503292627
P1000,P1281,-0.023376229110609336
P1000,P1282,-0.016393442622950852
P1000,P1283,-0.016393442622950834
P1000,P1284,-0.00814679158002611
P1000,P1285,-0.01639344262295083
P1000,P1286,-0.016393442622950803
P1000,P1287,-0.021821046823744507
P1000,P1288,-0.018366100136313533
P1000,P1289,-0.011544696675305235
P1000,P1290,-0.014168134390870321
P1000,P1292,0.7459016393442637
P1000,P1293,-0.016393442622950817
P1000,P1294,-0.014168134390870269
P1000,P1295,-0.018366100136313564
P1000,P1296,-0.02624500162331902
P1000,P1297,-0.020160580116942824
P1000,P1300,-0.02016058011694282
P1000,P1301,-0.008146791580026123
P1000,P1302,-0.01416813439087035
P1000,P1303,-0.016393442622950834
P1000,P1306,-0.018366100136313596
P1000,P1307,-0.023376229110609315
P1000,P1309,-0.016393442622950834
P1000,P1312,
P1000,P1315,-0.016393442622950824
P1000,P1316,-0.02016058011694281
P1000,P1318,-0.016393442622950807
P1000,P1319,-0.011544696675305234
P1000,P1320,-0.023376229110609156
P1000,P1321,-0.03011430381123865
P1000,P1323,-0.028871523671830768
P1000,P1324,-0.02182104682374446
P1000,P1325,-0.016393442622950838
P1000,P1326,-0.02528348175561363
P1000,P1328,-0.02016058011694282
P1000,P1329,-0.011544696675305256
P1000,P1331,-0.016393442622950824
P1000,P1333,-0.01836610013631348
P1000,P1334,-0.014168134390870309
P1000,P1335,-0.014168134390870352
P1000,P1339,-0.020160580116942814
P1000,P1340,-0.011544696675305235
P1000,P1342,-0.01416813439087021
P1000,P1345,-0.016393442622950838
P1000,P1347,-0.018366100136313533
P1000,P1348,-0.01639344262295082
P1000,P1351,-0.0288715236718308
P1000,P1352,-0.014168134390870332
P1000,P1353,-0.021821046823744496
P1000,P1356,-0.01639344262295083
P1000,P1357,-0.01639344262295083
P1000,P1358,
P1000,P1359,-0.01639344262295082
P1001,P1002,-0.018366100136313502
P1001,P1003,0.1881654144248007
P1001,P1004,-0.016393442622950834
P1001,P1005,-0.014168134390870352
P1001,P1007,-0.008146791580026113
P1001,P1008,-0.011544696675305355
P1001,P1009,-0.021821046823744555
P1001,P1010,-0.020160580116942925
P1001,P1011,-0.008146791580026102
P1001,P1012,-0.02016058011694283
P1001,P1017,-0.01154469667530525
P1001,P1018,-0.008146791580026158
P1001,P1019,-0.00814679158002616
P1001,P1020,-0.011544696675305253
P1001,P1021,-0.014168134390870352
P1001,P1024,-0.016393442622950852
P1001,P1025,-0.016393442622950897
P1001,P1026,0.5714480870984416
P1001,P1027,-0.03248648707815666
P1001,P1028,-0.01154469667530528
P1001,P1029,-0.01639344262295084
P1001,P1032,-0.014168134390870342
P1001,P1033,-0.018366100136313485
P1001,P1034,-0.014168134390870413
P1001,P1035,-0.02016058011694289
P1001,P1036,-0.02083898703729191
P1001,P1037,-0.01639344262295089
P1001,P1038,-0.016393442622950824
P1001,P1040,-0.01416813439087041
P1001,P1043,-0.02182104682374456
P1001,P1045,-0.014168134390870377
P1001,P1046,-0.01416813439087034
P1001,P1047,-0.016393442622950845
P1001,P1049,-0.021821046823744552
P1001,P1050,-0.0183661001363135
P1001,P1051,-0.01639344262295083
P1001,P1052,-0.021821046823744555
P1001,P1053,-0.014168134390870377
P1001,P1054,-0.014168134390870342
P1001,P1056,-0.020160580116942932
P1001,P1057,-0.018366100136313488
P1001,P1058,-0.014168134390870403
P1001,P1059,-0.014168134390870366
P1001,P1060,-0.02016058011694291
P1001,P1062,-0.016393442622950775
P1001,P1063,-0.021821046823744552
P1001,P1067,-0.011544696675305225
P1001,P1069,-0.01836610013631352
P1001,P1071,-0.01639344262295082
P1001,P1072,-0.018366100136313478
P1001,P1073,-0.020160580116942904
P1001,P1074,-0.008146791580026172
P1001,P1075,-0.016393442622950834
