product1,product2,correlation
P1001,P1003,
P1001,P1004,
P1001,P1006,
P1001,P1007,
P1001,P1009,
P1001,P1010,
P1001,P1011,
P1001,P1014,
P1001,P1015,
P1001,P1016,
P1001,P1017,
P1001,P1020,
P1001,P1022,
P1001,P1023,
P1001,P1024,
P1001,P1027,
P1001,P1028,
P1001,P1029,
P1001,P1030,
P1001,P1031,
P1001,P1032,
P1001,P1033,
P1001,P1034,
P1001,P1037,
P1001,P1041,
P1001,P1042,
P1001,P1044,
P1001,P1045,
P1001,P1046,
P1001,P1048,
P1001,P1051,
P1001,P1053,
P1001,P1054,
P1001,P1055,
P1001,P1056,
P1001,P1057,
P1001,P1058,
P1001,P1060,
P1001,P1061,
P1001,P1062,
P1001,P1064,
P1001,P1066,
P1001,P1067,
P1001,P1068,
P1001,P1070,
P1001,P1071,
P1001,P1073,
P1001,P1074,
P1001,P1075,
P1001,P1076,
P1001,P1077,
P1001,P1078,
P1001,P1080,
P1001,P1081,
P1001,P1082,
P1001,P1083,
P1001,P1084,
P1001,P1085,
P1001,P1087,
P1001,P1089,
P1001,P1090,
P1001,P1091,
P1001,P1092,
P1001,P1093,
P1001,P1095,
P1001,P1098,
P1001,P1099,
P1001,P1100,
P1001,P1101,
P1001,P1102,
P1001,P1106,
P1001,P1107,
P1001,P1108,
P1001,P1109,
P1001,P1110,
P1001,P1111,
P1001,P1112,
P1001,P1114,
P1001,P1115,
P1001,P1116,
P1001,P1117,
P1001,P1118,
P1001,P1119,
P1001,P1120,
P1001,P1122,
P1001,P1124,
P1001,P1125,
P1001,P1126,
P1001,P1127,
P1001,P1128,
P1001,P1130,
P1001,P1131,
P1001,P1132,
P1001,P1133,
P1001,P1134,
P1001,P1136,
P1001,P1137,
P1001,P1138,
P1001,P1139,
P1001,P1140,
P1001,P1141,
P1001,P1145,
P1001,P1147,
P1001,P1149,
P1001,P1150,
P1001,P1152,
P1001,P1153,
P1001,P1156,
P1001,P1157,
P1001,P1158,
P1001,P1160,
P1001,P1161,
P1001,P1163,
P1001,P1164,
P1001,P1165,
P1001,P1166,
P1001,P1167,
P1001,P1168,
P1001,P1169,
P1001,P1170,
P1001,P1171,
P1001,P1173,
P1001,P1175,
P1001,P1176,
P1001,P1177,
P1001,P1180,
P1001,P1181,
P1001,P1183,
P1001,P1184,
P1001,P1185,
P1001,P1186,
P1001,P1187,
P1001,P1188,
P1001,P1189,
P1001,P1190,
P1001,P1193,
P1001,P1196,
P1001,P1198,
P1001,P1199,
P1001,P1202,
P1001,P1203,
P1001,P1204,
P1001,P1205,
P1001,P1206,
P1001,P1207,
P1001,P1208,
P1001,P1211,
P1001,P1212,
P1001,P1213,
P1001,P1215,
P1001,P1216,
P1001,P1217,
P1001,P1219,
P1001,P1220,
P1001,P1221,
P1001,P1222,
P1001,P1224,
P1001,P1225,
P1001,P1226,
P1001,P1229,
P1001,P1230,
P1001,P1231,
P1001,P1232,
P1001,P1233,
P1001,P1234,
P1001,P1235,
P1001,P1236,
P1001,P1238,
P1001,P1240,
P1001,P1241,
P1001,P1242,
P1001,P1243,
P1001,P1244,
P1001,P1246,
P1001,P1247,
P1001,P1248,
P1001,P1249,
P1001,P1251,
P1001,P1252,
P1001,P1254,
P1001,P1255,
P1001,P1256,
P1001,P1258,
P1001,P1260,
P1001,P1262,
P1001,P1265,
P1001,P1266,
P1001,P1267,
P1001,P1268,
P1001,P1270,
P1001,P1271,
P1001,P1273,
P1001,P1274,
P1001,P1275,
P1001,P1280,
P1001,P1282,
P1001,P1283,
P1001,P1284,
P1001,P1286,
P1001,P1287,
P1001,P1288,
P1001,P1289,
P1001,P1290,
P1001,P1291,
P1001,P1292,
P1001,P1293,
P1001,P1295,
P1001,P1296,
P1001,P1299,
P1001,P1300,
P1001,P1302,
