product1,product2,correlation
P1001,P1002,-0.02093600094365534
P1001,P1003,-0.01809265452646653
P1001,P1004,-0.02345712262275051
P1001,P1007,-0.010401816454446388
P1001,P1008,-0.02093600094365534
P1001,P1009,-0.018092654526466523
P1001,P1010,-0.018092654526466505
P1001,P1011,-0.02093600094365539
P1001,P1012,-0.018092654526466582
P1001,P1013,-0.02093600094365543
P1001,P1015,-0.014741391813035538
P1001,P1016,-0.027874217998124274
P1001,P1017,-0.02986322237485989
P1001,P1020,-0.02575107296137345
P1001,P1021,-0.020936000943655383
P1001,P1022,-0.01809265452646655
P1001,P1023,-0.03689566642034327
P1001,P1025,-0.023457122622750452
P1001,P1026,-0.01474139181303554
P1001,P1027,-0.02575107296137344
P1001,P1028,-0.020936000943655365
P1001,P1029,-0.018092654526466533
P1001,P1032,-0.018092654526466526
P1001,P1034,-0.02575107296137344
P1001,P1035,-0.031743514000457156
P1001,P1036,-0.020936000943655424
P1001,P1037,
P1001,P1038,
P1001,P1039,-0.03524735915049247
P1001,P1040,-0.02787421799812427
P1001,P1041,-0.027874217998124277
P1001,P1043,-0.014741391813035484
P1001,P1044,-0.010401816454446348
P1001,P1047,-0.023457122622750383
P1001,P1049,-0.025751072961373418
P1001,P1050,-0.036895666420343254
P1001,P1051,-0.010401816454446367
P1001,P1054,-0.018092654526466568
P1001,P1056,-0.01474139181303554
P1001,P1057,0.11883073903329724
P1001,P1058,-0.014741391813035482
P1001,P1060,-0.020936000943655372
P1001,P1062,-0.027874217998124277
P1001,P1063,-0.020936000943655372
P1001,P1066,-0.010401816454446303
P1001,P1067,-0.029863222374859905
P1001,P1068,-0.031743514000457086
P1001,P1069,-0.020936000943655362
P1001,P1070,-0.02787421799812428
P1001,P1071,-0.018092654526466526
P1001,P1073,-0.025751072961373418
P1001,P1074,-0.014741391813035541
P1001,P1075,-0.018092654526466485
P1001,P1076,-0.014741391813035486
P1001,P1079,-0.018092654526466606
P1001,P1080,-0.018092654526466537
P1001,P1081,-0.023457122622750525
P1001,P1083,-0.010401816454446367
P1001,P1084,0.14520743919885606
P1001,P1087,-0.01474139181303552
P1001,P1089,-0.027874217998124274
P1001,P1090,-0.020936000943655362
P1001,P1092,-0.01809265452646652
P1001,P1093,0.16341795427182784
P1001,P1094,-0.025751072961373463
P1001,P1097,-0.010401816454446369
P1001,P1099,-0.02093600094365539
P1001,P1100,-0.02093600094365535
P1001,P1101,-0.03689566642034326
P1001,P1102,-0.04002860207730504
P1001,P1103,-0.020936000943655348
P1001,P1107,-0.02575107296137345
P1001,P1108,-0.018092654526466516
P1001,P1110,-0.023457122622750397
P1001,P1112,-0.010401816454446381
P1001,P1113,-0.027874217998124284
P1001,P1114,-0.01809265452646649
P1001,P1115,-0.02575107296137345
P1001,P1116,-0.018092654526466516
P1001,P1118,-0.03353358022460568
P1001,P1119,-0.027874217998124277
P1001,P1120,-0.027874217998124284
P1001,P1122,0.2788579951299216
P1001,P1124,-0.031743514000457156
P1001,P1126,-0.02093600094365537
P1001,P1127,-0.01809265452646649
P1001,P1128,-0.020936000943655386
P1001,P1129,
P1001,P1131,-0.01809265452646653
P1001,P1132,-0.029863222374859954
P1001,P1133,-0.025751072961373432
P1001,P1134,-0.023457122622750532
P1001,P1136,-0.010401816454446343
P1001,P1137,0.08557744850274066
P1001,P1138,-0.027874217998124284
P1001,P1139,-0.014741391813035472
P1001,P1140,-0.027874217998124277
P1001,P1141,-0.010401816454446294
P1001,P1142,-0.03524735915049254
P1001,P1144,-0.027874217998124284
P1001,P1147,-0.018092654526466603
P1001,P1149,-0.027874217998124277
P1001,P1150,-0.025751072961373436
P1001,P1151,
P1001,P1152,-0.014741391813035552
P1001,P1154,0.22213759168606084
P1001,P1155,0.13074335584834493
P1001,P1156,-0.02575107296137344
P1001,P1157,-0.018092654526466505
P1001,P1160,-0.014741391813035463
P1001,P1162,-0.027874217998124277
P1001,P1163,-0.04152592211179445
P1001,P1164,-0.014741391813035529
P1001,P1165,-0.014741391813035456
P1001,P1166,-0.025751072961373443
P1001,P1169,-0.01474139181303552
P1001,P1172,-0.02093600094365545
P1001,P1173,-0.0104018164544463
