product_id1,product_id2,attribute_score,transaction_score,substitute_score,substitutability_category,optimal_threshold
P0014,P0111,0.6246284435047572,0.7466076731139946,0.6734201353484521,No,0.79
P0017,P0111,0.681568310428456,0.743355729554764,0.7062832780789792,No,0.79
P0111,P0149,0.6402058329705864,0.7455961337482506,0.6823619532816521,No,0.79
P0111,P0173,0.6831125759177499,0.7451622847641245,0.7079324594562997,No,0.79
P0037,P0111,0.8453651306925358,0.7466076731139946,0.8058621476611194,Yes,0.79
P0111,P0167,0.671792798955289,0.743355729554764,0.7004179711950791,No,0.79
P0089,P0111,0.8179580457268413,0.744024471397807,0.7883846159952276,No,0.79
P0041,P0111,0.6805816387869743,0.7451622847641245,0.7064138971778344,No,0.79
P0077,P0111,0.6451101714238335,0.747237792031296,0.6859612196668186,No,0.79
P0061,P0111,0.6601869701303817,0.7447599316537614,0.6940161547397337,No,0.79
P0111,P0168,0.6320595734096139,0.7455961337482506,0.6774741975450687,No,0.79
P0111,P0122,0.7919221441452646,0.7472377672812998,0.7740483933996787,No,0.79
P0111,P0165,0.6156468295918579,0.7447599316537614,0.6672920704166193,No,0.79
P0111,P0129,0.6586717243952491,0.7460720163639676,0.6936318411827365,No,0.79
P0111,P0112,0.22598200775242,0.7447599316537614,0.4334931773129566,No,0.79
P0039,P0111,0.1188887506995833,0.7436831706608917,0.3688065186841067,No,0.79
P0111,P0150,0.0730530854217192,0.7451622847641245,0.3418967651586813,No,0.79
P0029,P0111,0.1326420413324213,0.7430401420775619,0.3768012816304775,No,0.79
P0111,P0118,0.1445173393031113,0.7466076483639983,0.3853534629274661,No,0.79
P0111,P0171,0.1355626723047903,0.7460720246139669,0.379766413228461,No,0.79
P0091,P0111,0.232125904276268,0.7447599316537614,0.4371795152272654,No,0.79
P0090,P0111,0.3542254834898327,0.7460720163639676,0.5109640966394867,No,0.79
P0111,P0177,0.0810086437410608,0.7447599316537614,0.3465091589061411,No,0.79
P0111,P0160,0.0686192815538005,0.7443822406175603,0.3389244651793044,No,0.79
P0084,P0111,0.0963341831975623,0.7447599357787612,0.3557044842300419,No,0.79
P0101,P0111,0.0646124826399685,0.7480521358977639,0.3379883439430866,No,0.79
P0036,P0111,0.0488506104512571,0.9999999015000098,0.4293103268707583,No,0.79
P0111,P0175,0.3708911137367079,0.74559614199825,0.5207731250413248,No,0.79
P0111,P0184,0.2160406691126173,0.7451622847641245,0.4276893153732202,No,0.79
P0111,P0179,0.2982173579586676,0.7480521358977639,0.4781512691343061,No,0.79
P0111,P0136,0.0536305785295276,0.7472377672812998,0.3310734540302364,No,0.79
P0048,P0111,0.1183622494455154,0.7451622847641245,0.369082263572959,No,0.79
P0093,P0111,0.0499533611093837,0.7447599316537614,0.3278759893271348,No,0.79
P0079,P0111,0.0675414049706693,0.745398866298377,0.3386843895017524,No,0.79
P0111,P0170,0.2394616835603092,0.2277226952652568,0.2347660882422882,No,0.79
P0068,P0111,0.1238117447090769,0.7443822406175603,0.3720399430724703,No,0.79
P0026,P0111,0.2993677839272018,0.7455961337482506,0.4778591238556214,No,0.79
P0111,P0132,0.073509110129967,0.7460720163639676,0.3425342726235673,No,0.79
P0111,P0127,0.1039228489107228,0.743683166535892,0.3598269759607905,No,0.79
P0031,P0111,0.089733225545675,0.7418683440451573,0.3505872729454679,No,0.79
P0074,P0111,0.078378210310304,0.7480521358977639,0.346247780545288,No,0.79
P0058,P0111,0.0776547892958564,0.7440244738728068,0.3442026631266365,No,0.79
P0111,P0158,0.1322523474908277,0.7451622888891243,0.3774163240501463,No,0.79
P0080,P0111,0.0894430280040627,0.7466076483639983,0.3523088761480369,No,0.79
P0053,P0111,0.0530004352963124,0.7455961337482506,0.3300387146770877,No,0.79
P0064,P0111,0.1171226913749144,0.7449980063613828,0.3682728173695018,No,0.79
P0111,P0197,0.0707418692867359,0.7455961485982496,0.3406835810113414,No,0.79
P0062,P0111,0.091418444126609,0.7480521358977639,0.354071920835071,No,0.79
P0052,P0111,0.0980038554816242,0.747237792031296,0.3576974301014929,No,0.79
P0078,P0111,0.0572207366871877,0.8022098167259235,0.3552163687026821,No,0.79
P0111,P0181,0.0975011918827602,0.7460720246139669,0.3569295249752429,No,0.79
P0019,P0111,0.0882076156126277,0.7449980063613828,0.3509237719121298,No,0.79
P0095,P0111,0.1340287710134112,0.9999999015000098,0.4804172232080507,No,0.79
P0070,P0111,0.1086468503202537,0.7451622765141251,0.3632530207978023,No,0.79
P0111,P0180,0.2670211222353502,0.74559614199825,0.4584511301405101,No,0.79
P0007,P0111,0.0692577161453475,0.7466076731139946,0.3401976989328064,No,0.79
P0092,P0111,0.3895756897373712,0.7455961337482506,0.531983867341723,No,0.79
P0073,P0111,0.2349346019111581,0.7455961337482506,0.4391992146459951,No,0.79
P0111,P0164,0.3890927181145451,0.8500759272654757,0.5734860017749173,No,0.79
P0015,P0111,0.0708247828700537,0.7986255132803588,0.3619450750341757,No,0.79
P0082,P0111,0.1353574611860788,0.7466076483639983,0.3798575360572466,No,0.79
P0104,P0111,0.1426372738013805,0.745398866298377,0.3837419108001791,No,0.79
P0102,P0111,0.0664262172750451,0.7460720163639676,0.3382845369106141,No,0.79
P0051,P0111,0.1077576021391704,0.7440244738728068,0.362264350832625,No,0.79
P0111,P0117,0.0747942706713927,0.7451622847641245,0.3429414763084855,No,0.79
P0067,P0111,0.0706299359492568,0.7449980157899538,0.3403771678855357,No,0.79
P0111,P0134,0.0950811516696722,0.7466076483639983,0.3556917503474027,No,0.79
P0111,P0194,0.0983209999378148,0.7466076813639939,0.3576356725082865,No,0.79
P0016,P0111,0.0592873577513836,0.7466076813639939,0.3342154871964277,No,0.79
P0111,P0137,0.1160075036792902,0.7480521606477601,0.3688253664666782,No,0.79
P0096,P0111,0.1141502394129718,0.7466076483639983,0.3671332029933824,No,0.79
P0111,P0133,0.0690835976203801,0.7447599316537614,0.3393541312337327,No,0.79
P0005,P0111,0.0896254378873619,0.7433557320297639,0.3511175555443226,No,0.79
P0008,P0111,0.0815496548722094,0.7460720163639676,0.3473585994689127,No,0.79
P0020,P0111,0.1393725514582426,0.7460720163639676,0.3820523374205327,No,0.79
P0111,P0152,0.1172408432311423,0.7446200268771335,0.3681925166895388,No,0.79
P0111,P0151,0.0843500611487677,0.7460720246139669,0.3490388465348474,No,0.79
P0106,P0111,0.1269500238376552,0.7451622765141251,0.3742349249082431,No,0.79
P0111,P0163,0.0657442530522562,0.747237792031296,0.3383416686438721,No,0.79
