product_id1,product_id2,attribute_score,transaction_score,substitute_score
P0014,P0111,0.6246284435047572,0.7475810864904011,0.6738095006990148
P0017,P0111,0.681568310428456,0.7956486188755141,0.7272004338072793
P0111,P0149,0.6402058329705864,0.745121624245245,0.6821721494804498
P0100,P0111,0.6826834981240802,0.742577460950204,0.7066410832545298
P0111,P0173,0.6831125759177499,0.7848258538921549,0.7237978871075119
P0037,P0111,0.8453651306925358,0.7465696639997947,0.8058469440154394
P0111,P0167,0.671792798955289,0.7445304264297707,0.7008878499450817
P0089,P0111,0.8179580457268413,0.7457870181115227,0.7890896346807138
P0041,P0111,0.6805816387869743,0.7430221008731349,0.7055578236214386
P0077,P0111,0.6451101714238335,0.7465696639997947,0.685693968454218
P0061,P0111,0.6601869701303817,0.7465696639997947,0.6947400476781469
P0111,P0168,0.6320595734096139,0.743491450074657,0.6766323240756311
P0111,P0122,0.7919221441452646,0.22619487279986394,0.5656312356071044
P0111,P0165,0.6156468295918579,0.7433175892582266,0.6667151334584054
P0111,P0129,0.6586717243952491,0.742153247591592,0.6920643336737862
P0111,P0112,0.22598200775242003,0.7430220981648017,0.4327980439173727
P0039,P0111,0.11888875069958336,0.7457870181115227,0.3696480576643591
P0111,P0150,0.07305308542171922,0.745121624245245,0.34188050095112954
P0029,P0111,0.1326420413324213,0.7434914484496571,0.37698180417931565
P0111,P0118,0.14451733930311134,0.7417462284742908,0.38340889497158315
P0111,P0171,0.13556267230479035,0.7475811081570659,0.38037004664570057
P0091,P0111,0.23212590427626806,0.745121624245245,0.4373241922638589
P0090,P0111,0.35422548348983274,0.7430221008731349,0.5097441304431536
P0111,P0177,0.08100864374106088,0.8105317459911402,0.37281788464109267
P0111,P0160,0.06861928155380055,0.7457870018615242,0.33948636967689005
P0084,P0111,0.09633418319756236,0.7430220981648017,0.3550093491844581
P0111,P0120,0.09565325539456503,0.7475810864904011,0.3564243878328995
P0101,P0111,0.06461248263996851,0.745121624245245,0.3368161392820791
P0036,P0111,0.04885061045125719,0.7457870181115227,0.32762517351536335
P0111,P0175,0.3708911137367079,0.745121624245245,0.5205833179401228
P0111,P0184,0.21604066911261738,0.7425774582418708,0.42665538476431875
P0111,P0179,0.2982173579586676,0.741746229557624,0.4756289065982502
P0093,P0111,0.04995336110938375,0.7457870181115227,0.32828682391023933
P0079,P0111,0.06754140497066932,0.9999999353333375,0.44052481711573666
P0068,P0111,0.12381174470907697,0.7425774582418708,0.3713180301221945
P0026,P0111,0.29936778392720187,0.7430221024981349,0.4768295113555751
P0111,P0127,0.10392284891072281,0.7439913864053338,0.3599502639085672
P0031,P0111,0.08973322554567503,0.7434914457413238,0.3512365136239345
P0074,P0111,0.07837821031030409,0.782081127179984,0.35985937705817606
P0066,P0111,0.131603548701366,0.7445304264297707,0.3767742997927279
P0058,P0111,0.0776547892958564,0.7465696639997947,0.34522073917743173
P0111,P0158,0.1322523474908277,0.7804391656916546,0.3915270747711585
P0080,P0111,0.08944302800406277,0.7465696639997947,0.35229368240235553
P0111,P0186,0.11299981344443755,0.745121624245245,0.36584853776476056
P0053,P0111,0.053000435296312425,0.8305169832395503,0.3640070544736076
P0064,P0111,0.11712269137491449,0.7457870018615242,0.3685884155695584
P0111,P0197,0.07074186928673591,0.7439913864053338,0.3400416761341751
P0062,P0111,0.09141844412660904,0.7457870235281889,0.353165875887241
P0052,P0111,0.09800385548162427,0.7439913918220001,0.35639887001777465
P0078,P0111,0.05722073668718778,0.7451216296619113,0.3323810938770772
P0111,P0181,0.0975011918827602,0.7465696802497932,0.3571285872295734
P0019,P0111,0.08820761561262774,0.9999999353333375,0.4529245435009117
P0095,P0111,0.13402877101341126,0.7465696639997947,0.37904512820796465
P0070,P0111,0.10864685032025373,0.745121624245245,0.3632367598902503
P0111,P0180,0.26702112223535024,0.7439913864053338,0.45780922790334366
P0007,P0111,0.06925771614534751,0.7430220981648017,0.3387634689531292
P0092,P0111,0.3895756897373712,0.745121624245245,0.5317940635405207
P0073,P0111,0.2349346019111581,0.7923374123514613,0.45789572608727935
P0108,P0111,0.07752627324171382,0.745121624245245,0.3445644136431263
P0111,P0164,0.3890927181145451,0.7424449274948939,0.5304336018666846
P0082,P0111,0.13535746118607883,0.7457870181115227,0.37952928395625635
P0104,P0111,0.14263727380138053,0.7434914457413238,0.3829789425773578
P0102,P0111,0.0664262172750451,0.7439913918220001,0.33745228709382713
P0051,P0111,0.10775760213917046,0.745121624245245,0.3627032109816003
P0111,P0117,0.07479427067139274,0.7421532459665919,0.34173786078947244
P0111,P0130,0.0737993076715793,0.7475810864904011,0.34331201919910803
P0067,P0111,0.07062993594925689,0.7445304264297707,0.34019013214146243
P0111,P0134,0.09508115166967229,0.7445304345547703,0.3548608648237115
P0111,P0194,0.09832099993781482,0.7395543245239254,0.3548143297722591
P0016,P0111,0.059287357751383635,0.9999999353333375,0.4355723887841652
P0111,P0137,0.11600750367929026,0.7413539001175944,0.3661460622546119
P0096,P0111,0.11415023941297182,0.7457870235281889,0.3668049530590587
P0111,P0133,0.06908359762038017,0.7445304361797702,0.3392623330441362
P0005,P0111,0.0896254378873619,0.7457870018615242,0.3520900634770268
P0008,P0111,0.08154965487220944,0.7457870181115227,0.34724460016793474
P0020,P0111,0.13937255145824265,0.7457870018615242,0.38193833161955526
P0111,P0195,0.05578633169579006,0.7465696802497932,0.33209967111739136
P0111,P0152,0.11724084323114235,0.745121624245245,0.36839315563678343
P0111,P0151,0.0843500611487677,0.745121624245245,0.34865868638735864
P0111,P0163,0.06574425305225629,0.7439913864053338,0.3370431063934873
P0042,P0111,0.449175009845988,0.7434914484496571,0.5669015852874557
P0111,P0116,0.4289586053935286,0.7413538990342611,0.5539167228498216
P0094,P0111,0.0798582177725266,0.7465696639997947,0.3465427962634338
P0038,P0111,0.1019971809381672,0.7445304318464371,0.35901048130147517
P0063,P0111,0.046885558526625626,0.7434914457413238,0.32552791341250487
P0054,P0111,0.28636900690255584,0.8500536154219595,0.5118428503103173
P0009,P0111,0.061072072632298996,0.7434914457413238,0.33403982187590886
P0111,P0182,0.05355802914412453,0.8187057707644575,0.35961712579225774
P0111,P0153,0.11483013079617768,0.7439913918220001,0.3664946352065067
P0085,P0111,0.06391393570051615,0.7445304264297707,0.33616053199221796
P0111,P0156,0.06383931347553014,0.7457870181115227,0.33661839532992716
P0069,P0111,0.13642704641087827,0.742153247591592,0.37871752688316374
P0011,P0111,0.06971788653276123,0.7465696639997947,0.34045859751957464
P0111,P0138,0.07715523495636674,0.783884576644734,0.35984697163171364
P0072,P0111,0.06141201832390191,0.7434914484496571,0.334243790374204
P0111,P0128,0.09023277988516469,0.7457870018615242,0.3524544686757085
P0055,P0111,0.24870447526065959,0.23093060750675046,0.24159492815909595
P0111,P0187,0.06667288518541552,0.7430221008731349,0.3372125714605033
P0021,P0111,0.13536367970482766,0.7398967756889581,0.3771769180984798
P0103,P0111,0.2943722405323052,0.7465696639997947,0.47525120991930103
P0111,P0161,0.06472648881703046,0.7451216296619113,0.3368845451549828
P0111,P0183,0.143555541736625,0.7465696802497932,0.3847611971418923
P0097,P0111,0.08028729556619614,0.7439913864053338,0.3457689319018512
P0022,P0111,0.4358590883651514,0.7475810864904011,0.5605478876152513
P0035,P0111,0.0735816595153701,0.7457870018615242,0.34246379645383174
P0002,P0111,0.43814957610430527,0.7439913918220001,0.5604863023913833
P0111,P0198,0.2956988578653898,0.19444982902033625,0.25519924632736835
P0111,P0155,0.08566216860477167,0.7465696639997947,0.3500251667627809
P0111,P0143,0.07786000041456792,0.7445304318464371,0.3445281729873156
P0030,P0111,0.0852641834048463,0.7434914457413238,0.34855508833943727
P0111,P0140,0.34767116472856163,0.7424449247865608,0.5055806687517613
P0111,P0139,0.3980701863482785,0.9999999353333375,0.6388420859423021
P0111,P0193,0.09255228737847979,0.7457870181115227,0.35384617967169696
P0111,P0169,0.099925377775014,0.7445304264297707,0.3577673972369167
P0111,P0188,0.14843915179404266,0.7457870018615242,0.3873782918210353
P0047,P0111,0.34729805360363164,0.7414149555240228,0.5049448143717881
P0111,P0191,0.14370271334701407,0.7465696639997947,0.3848494936081263
P0111,P0121,0.05126339572580479,0.7451216296619113,0.3288066893002474
P0060,P0111,0.11801401239558072,0.7465696639997947,0.36943627303726634
P0018,P0111,0.0979810542462119,0.744285335688524,0.35650276682313675
P0034,P0111,0.06958315195986983,0.7439913945303334,0.3393464489880552
P0111,P0199,0.05938478121178203,0.743491450074657,0.333027448756932
P0088,P0111,0.605979105777004,0.7465696639997947,0.6622153290661202
P0004,P0111,0.6216497730240658,0.7430220981648017,0.6701987030803601
P0024,P0111,0.5590386170014302,0.742577462575204,0.6324541552309397
P0083,P0111,0.1499813444437535,0.7457870018615242,0.3883036074108618
P0087,P0111,0.08268557096366314,0.7465696802497932,0.3482392146781152
P0111,P0146,0.7156924320626827,0.7457870018615242,0.7277302599822193
P0045,P0111,0.08335924382812016,0.7430220981648017,0.3472243855627928
P0046,P0111,0.24329643678875693,0.7434914457413238,0.44337444036978363
P0071,P0111,0.35655120950189667,0.742035322744684,0.5107448547990115
P0050,P0111,0.5743423916423108,0.7475811027403996,0.6436378760815463
P0099,P0111,0.19567502021018593,0.7439913918220001,0.41500156885491163
P0076,P0111,0.09583151959869826,0.745121624245245,0.355547561457317
P0111,P0123,0.053962232862798755,0.8187057707644575,0.35985964802346226
P0111,P0119,0.1380065501730821,0.7434914484496571,0.3802005094837121
P0110,P0111,0.12472586696515557,0.7465696639997947,0.3734633857790112
P0111,P0200,0.5554629687208507,0.7433175892582266,0.630604816935801
P0111,P0124,0.5809091474410796,0.8305169832395503,0.6807522817604679
P0111,P0131,0.5487573326700247,0.7430220981648017,0.6264632388679354
P0081,P0111,0.07752212756254795,0.7439913945303334,0.34410983434966214
P0111,P0189,0.6403115477893166,0.7457870018615242,0.6825017294181996
P0006,P0111,0.587824140289783,0.9999999678333344,0.7526944713072036
P0098,P0111,0.5803474079141016,0.7445304264297707,0.6460206153203691
P0003,P0111,0.700057003088531,0.7457870235281889,0.7183490112643942
P0111,P0115,0.6427574984971913,0.7409742687309293,0.6820442065906865
P0028,P0111,0.06806376054557138,0.7439913864053338,0.33843481088947636
P0111,P0190,0.38002611777874507,0.7439913864053338,0.5256122252293806
P0111,P0125,0.12299297307381382,0.7445304318464371,0.37160795658286316
P0057,P0111,0.0608357689198433,0.745121624245245,0.334550111050004
P0111,P0144,0.0980183653587049,0.7457870181115227,0.357125826459832
P0059,P0111,0.08062102273905024,0.7451216296619113,0.3464212655081947
P0027,P0111,0.07478390647347803,0.7425774582418708,0.34190132718083516
P0111,P0157,0.10011504259685344,0.7434914457413238,0.35746560385464154
P0111,P0166,0.08735153286487159,0.7425774582418708,0.34944190301567124
P0075,P0111,0.05088199324254297,0.7465696802497932,0.3291570680454431
P0032,P0111,0.13512737599237196,0.7425774582418708,0.3781074088921715
P0111,P0159,0.34632589183923057,0.7465696856664594,0.5064234093701221
P0111,P0162,0.13675040938581762,0.7439913945303334,0.3796468034436239
P0086,P0111,0.09821113943991876,0.7434914457413238,0.35632326196048075
P0111,P0178,0.06437203324834691,0.7457870181115227,0.3369380271936172
P0111,P0172,0.11793731733101176,0.7439913918220001,0.36835894712740713
P0107,P0111,0.04967767344485211,0.7475810864904011,0.32883903866307174
P0111,P0174,0.06396782952967271,0.7457870018615242,0.3366954984624133
P0049,P0111,0.14921439379806398,0.7465696802497932,0.3881565083787557
P0111,P0192,0.41119644300727565,0.7465696639997947,0.5453457314042833
P0111,P0176,0.12098646435752336,0.7457870181115227,0.37090668585912306
P0111,P0113,0.046783989387061346,0.745121624245245,0.3261190433303348
P0056,P0111,0.3784486868561242,0.742577460950204,0.5241001964937562
P0044,P0111,0.26181000352382733,0.7475810864904011,0.4561184367104568
P0109,P0111,0.06028439359078001,0.745121624245245,0.334219285852566
P0111,P0147,0.43591298219430796,0.7451216296619113,0.5595964411813493
P0043,P0111,0.12796778807288106,0.7439913945303334,0.374377230655862
P0111,P0114,0.09916879132723919,0.7439913864053338,0.357097829358477
P0065,P0111,0.06149078622805382,0.7465696802497932,0.3355223438367496
P0111,P0148,0.11285264183404847,0.7445304318464371,0.3655237578390039
P0111,P0135,0.055268121800053895,0.7445304264297707,0.33097304365194063
P0111,P0196,0.23192069315755653,0.7475810864904011,0.4381848504906944
P0040,P0111,0.14545633563418525,0.7457870181115227,0.38558860862512023
P0023,P0111,0.0949194701822026,0.7406057201794687,0.35319397018110904
P0111,P0145,0.07701220902514355,0.7424449274948939,0.34318529641304374
P0111,P0185,0.35432497978981403,0.7445304264297707,0.5104071584457968
P0014,P0017,0.6061967539332132,0.7459936082996947,0.6621154956798058
P0014,P0149,0.6648342764753437,0.747199033102068,0.6977801791260334
P0014,P0100,0.641944945380677,0.7457383175640137,0.6834622942540116
P0014,P0173,0.9415158675870076,0.7450358114898639,0.8629238451481501
P0014,P0037,0.619993574197293,0.7480303875647132,0.671208299544261
P0014,P0167,0.8964212424600461,0.7468595959137683,0.8365965838415349
P0014,P0089,0.643329602222084,0.7475810700737372,0.6850301893627453
P0014,P0041,0.6052100822917315,0.8366404112808774,0.6977822138873898
P0014,P0077,0.6197386149285907,0.7480303875647132,0.6710553239830397
