product_id1,product_id2,attribute_score,transaction_score,substitute_score
P0014,P0111,0.6246284435047572,0.742745850358357,0.6718754062461971
P0017,P0111,0.681568310428456,0.7430567760371597,0.7061636966719375
P0111,P0149,0.6402058329705864,0.7446512589947143,0.6819840033802376
P0100,P0111,0.6826834981240802,0.7430567673288272,0.7068328058059791
P0111,P0173,0.6831125759177499,0.7417389016470102,0.706563106209454
P0037,P0111,0.8453651306925358,0.7395264930094833,0.8030296756193148
P0089,P0111,0.8179580457268413,0.7446512589947143,0.7886353310339904
P0041,P0111,0.6805816387869743,0.7359092813236983,0.7027126958016638
P0077,P0111,0.6451101714238335,0.7430567803913262,0.6842888150108306
P0061,P0111,0.6601869701303817,0.7423729826230225,0.693061375127438
P0111,P0168,0.6320595734096139,0.7423729739146899,0.6761849336116443
P0111,P0122,0.7919221441452646,0.7711421952436305,0.783610164584611
P0111,P0165,0.6156468295918579,0.7839865768135061,0.6829827284805172
P0111,P0129,0.6586717243952491,0.7456446239639366,0.6934608842227241
P0111,P0112,0.22598200775242003,0.7423729826230225,0.43253839770066105
P0039,P0111,0.11888875069958336,0.7456446239639366,0.3695911000053247
P0111,P0150,0.07305308542171922,0.7446512328697183,0.3416923444009189
P0029,P0111,0.1326420413324213,0.7438068813184157,0.37710797732681905
P0111,P0118,0.14451733930311134,0.9999999482500027,0.48671038288186785
P0111,P0171,0.13556267230479035,0.7405800239479581,0.37756961296205743
P0090,P0111,0.35422548348983274,0.7446512328697183,0.510395783241787
P0111,P0177,0.08100864374106088,0.742372986977189,0.34555438103551217
P0111,P0160,0.06861928155380055,0.7405800239479581,0.3374035785114635
P0084,P0111,0.09633418319756236,0.742372986977189,0.354749704709413
P0111,P0120,0.09565325539456503,0.7423729739146899,0.354341142802615
P0101,P0111,0.06461248263996851,0.7417389016470102,0.3354630502427852
P0036,P0111,0.04885061045125719,0.7400423124106156,0.3253272912350006
P0111,P0175,0.3708911137367079,0.7405800309146244,0.5187666806078746
P0111,P0184,0.21604066911261738,0.8106206263269067,0.4538726519983331
P0111,P0179,0.2982173579586676,0.7411437471700402,0.47538791364321664
P0111,P0136,0.0536305785295276,0.7438068656434168,0.3297010933750833
P0048,P0111,0.11836224944551542,0.7854058786862856,0.38517970114182354
P0093,P0111,0.04995336110938375,0.7417389016470102,0.32666757732443436
P0079,P0111,0.06754140497066932,0.7469286035754441,0.33929628441257925
P0111,P0170,0.23946168356030928,0.7438068656434168,0.4411997563935523
