product_id1,product_id2,attribute_score,transaction_score,substitute_score
P0017,P0111,0.681568310428456,0.742153234224926,0.705802279947044
P0111,P0149,0.6402058329705864,0.7465696631664616,0.6827513650489365
P0100,P0111,0.6826834981240802,0.23510653402045098,0.5036527124826286
P0111,P0173,0.6831125759177499,0.7457869336948759,0.7081823190286003
P0037,P0111,0.8453651306925358,0.7457869841948606,0.8055338720934657
P0111,P0167,0.671792798955289,0.7475810183237528,0.7021080867026745
P0089,P0111,0.8179580457268413,0.7430220840814694,0.7879836610686926
P0041,P0111,0.6805816387869743,0.746569646333131,0.706976841805437
P0077,P0111,0.6451101714238335,0.7465695958331464,0.6856939411875587
P0061,P0111,0.6601869701303817,0.9999997990000409,0.7961121016782453
P0111,P0168,0.6320595734096139,0.7465695958331464,0.6778635823790269
P0111,P0122,0.7919221441452646,0.7439913777386677,0.7727498375826258
P0111,P0165,0.6156468295918579,0.7445304093464391,0.6672002614936904
P0111,P0129,0.6586717243952491,0.7439913524886717,0.6927995756326182
P0111,P0112,0.22598200775242003,0.7445303925131086,0.43340136165669546
P0039,P0111,0.11888875069958336,0.7439913693220022,0.3689297981485509
P0111,P0150,0.07305308542171922,0.7457869336948759,0.3421466247309819
P0029,P0111,0.1326420413324213,0.7434914316579915,0.37698179746264937
P0111,P0118,0.14451733930311134,0.746569646333131,0.38533826211511923
P0111,P0171,0.13556267230479035,0.7475810183237528,0.38037001071237536
P0091,P0111,0.23212590427626806,0.7445303925131086,0.43708769957100424
P0090,P0111,0.35422548348983274,0.7451215903285828,0.5105839262253328
P0111,P0177,0.08100864374106088,0.7434914232413259,0.34600175554116686
P0111,P0160,0.06861928155380055,0.7445303925131086,0.3389837259375238
P0084,P0111,0.09633418319756236,0.7475810688237374,0.3568329374480324
P0111,P0120,0.09565325539456503,0.7451215903285828,0.35544058936817213
P0101,P0111,0.06461248263996851,0.7430220840814694,0.3359763232165689
P0036,P0111,0.04885061045125719,0.7417462100576252,0.32600885029380444
P0111,P0175,0.3708911137367079,0.7457869841948606,0.520849461919969
P0111,P0184,0.21604066911261738,0.8305169150729019,0.4618311674967312
P0111,P0179,0.2982173579586676,0.7409742576475965,0.47532011783423916
P0111,P0136,0.0536305785295276,0.7430220756648037,0.32938717738363804
P0048,P0111,0.11836224944551542,0.7434914232413259,0.36841391896383957
P0093,P0111,0.04995336110938375,0.7457869841948606,0.3282868103435745
P0079,P0111,0.06754140497066932,0.7421532291749264,0.3373861346523722
P0068,P0111,0.12381174470907697,0.7421776901882343,0.3711581229007399
P0026,P0111,0.29936778392720187,0.784825840525489,0.49355100656651674
P0111,P0132,0.07350911012996704,0.7430220756648037,0.3413142963439017
P0111,P0127,0.10392284891072281,0.7439913693220022,0.3599502570752346
P0031,P0111,0.08973322554567503,0.7437872635532766,0.35135484074871565
P0074,P0111,0.07837821031030409,0.7421532291749264,0.3438882178561531
P0066,P0111,0.131603548701366,0.7451215903285828,0.37701076535225275
P0058,P0111,0.0776547892958564,0.746569646333131,0.34522073211076626
P0111,P0158,0.1322523474908277,0.742153234224926,0.376212702184467
P0080,P0111,0.08944302800406277,0.8187057368477954,0.3811481115415558
P0111,P0186,0.11299981344443755,0.741640247712848,0.3644559871518017
P0053,P0111,0.053000435296312425,0.7434914232413259,0.3291968304743178
P0111,P0197,0.07074186928673591,0.7439913693220022,0.34004166930084245
P0062,P0111,0.09141844412660904,0.7451216071619133,0.3528997093407308
P0052,P0111,0.09800385548162427,0.9999997990000409,0.4588022328889909
P0078,P0111,0.05722073668718778,0.7445303925131086,0.3321445990175561
P0111,P0181,0.0975011918827602,0.7439913524886717,0.3560972561251248
P0019,P0111,0.08820761561262774,0.7465695958331464,0.35155240770083523
P0095,P0111,0.13402877101341126,0.7475810183237528,0.3794496699375479
P0070,P0111,0.10864685032025373,0.7445304093464391,0.36300027393072787
P0111,P0180,0.26702112223535024,0.7465695958331464,0.4588405116744687
P0092,P0111,0.3895756897373712,0.7451216071619133,0.531794056707188
P0073,P0111,0.2349346019111581,0.7434914316579915,0.4383573338098914
P0108,P0111,0.07752627324171382,0.7453958726910496,0.3446741130214481
P0111,P0164,0.3890927181145451,0.7439913524886717,0.5310521718641957
P0015,P0111,0.0708247828700537,0.7465695958331464,0.34112270805529077
P0082,P0111,0.13535746118607883,0.7425774441585384,0.3782454543750627
P0104,P0111,0.14263727380138053,0.7430220756648037,0.3827911945467498
P0102,P0111,0.0664262172750451,0.7417462151076248,0.336554216408077
P0051,P0111,0.10775760213917046,0.7451215903285828,0.3627031974149354
P0111,P0130,0.0737993076715793,0.746569646333131,0.3429074431362
P0067,P0111,0.07062993594925689,0.7457870010281911,0.3406927619808306
