product_id1,product_id2,attribute_score,transaction_score,substitute_score,substitutability_category,optimal_threshold
P0014,P0111,0.6246284435047572,0.7451622497641293,0.6728419660085061,No,0.79
P0017,P0111,0.681568310428456,0.7426930805648556,0.7060182184830158,No,0.79
P0111,P0149,0.6402058329705864,0.8189393384424264,0.7116992351593224,No,0.79
P0100,P0111,0.6826834981240802,0.741527209478018,0.7062209826656554,No,0.79
P0111,P0173,0.6831125759177499,0.864868490632504,0.7558149418036515,No,0.79
P0037,P0111,0.8453651306925358,0.743120531427431,0.8044672909864938,Yes,0.79
P0111,P0167,0.671792798955289,0.7401610499681894,0.6991400993604492,No,0.79
P0089,P0111,0.8179580457268413,0.7465885381604771,0.7894102427002956,No,0.79
P0041,P0111,0.6805816387869743,0.7405774939070673,0.7045799808350115,No,0.79
P0077,P0111,0.6451101714238335,0.7412395045126385,0.6835619046593555,No,0.79
P0061,P0111,0.6601869701303817,0.742287068743459,0.6930270095756126,No,0.79
P0111,P0168,0.6320595734096139,0.7408225395337833,0.6755647598592818,No,0.79
P0111,P0122,0.7919221441452646,0.7401610456765231,0.771217704757768,No,0.79
P0111,P0165,0.6156468295918579,0.7465885381604771,0.6680235130193055,No,0.79
P0111,P0129,0.6586717243952491,0.8044635995738598,0.7169884744666934,No,0.79
P0111,P0112,0.22598200775242,0.7440586827652196,0.4332126777575398,No,0.79
P0039,P0111,0.1188887506995833,0.7401610456765231,0.3673976686903593,No,0.79
P0111,P0150,0.0730530854217192,0.7845983705267071,0.3576711994637144,No,0.79
P0029,P0111,0.1326420413324213,0.7725102145576357,0.388589310622507,No,0.79
P0111,P0118,0.1445173393031113,0.7440586570152236,0.3843338663879562,No,0.79
P0111,P0171,0.1355626723047903,0.7451622497641293,0.3794025032885259,No,0.79
P0091,P0111,0.232125904276268,0.741527209478018,0.435886426356968,No,0.79
P0090,P0111,0.3542254834898327,0.8189393384424264,0.5401110254708702,No,0.79
P0111,P0177,0.0810086437410608,0.742287068743459,0.3455200137420201,No,0.79
P0111,P0160,0.0686192815538005,0.7465885381604771,0.3398069841964711,No,0.79
P0084,P0111,0.0963341831975623,0.742287068743459,0.354715337415921,No,0.79
P0111,P0120,0.095653255394565,0.7465885381604771,0.3560273685009298,No,0.79
P0101,P0111,0.0646124826399685,0.7415272223530169,0.3353783785251879,No,0.79
P0036,P0111,0.0488506104512571,0.7415272180613506,0.3259212534952945,No,0.79
P0111,P0175,0.3708911137367079,0.7372757116553637,0.5174449529041703,No,0.79
P0111,P0184,0.2160406691126173,0.7451622497641293,0.4276893013732221,No,0.79
P0111,P0179,0.2982173579586676,0.7415272180613506,0.4755413019997408,No,0.79
P0111,P0136,0.0536305785295276,0.7687930529004348,0.3396955682778905,No,0.79
P0048,P0111,0.1183622494455154,0.741527209478018,0.3676282334585165,No,0.79
P0093,P0111,0.0499533611093837,0.7440586570152236,0.3275954794717197,No,0.79
P0079,P0111,0.0675414049706693,0.9999999490000028,0.4405248225824027,No,0.79
P0111,P0170,0.2394616835603092,0.7389366816487918,0.4392516827957022,No,0.79
P0068,P0111,0.1238117447090769,0.7706297822446995,0.3825389597233259,No,0.79
P0026,P0111,0.2993677839272018,0.741527209478018,0.4762315541475283,No,0.79
P0111,P0132,0.073509110129967,0.743120531427431,0.3413536786489526,No,0.79
P0111,P0127,0.1039228489107228,0.2418314998248989,0.1590863092763932,No,0.79
P0031,P0111,0.089733225545675,0.743120531427431,0.3510881478983774,No,0.79
P0074,P0111,0.078378210310304,0.7389366816487918,0.3426015988456992,No,0.79
P0066,P0111,0.131603548701366,0.741527209478018,0.3755730130120268,No,0.79
P0058,P0111,0.0776547892958564,0.7401610456765231,0.3426572918481231,No,0.79
P0111,P0158,0.1322523474908277,0.7401610525431893,0.3754158295117724,No,0.79
P0080,P0111,0.0894430280040627,0.7440586827652196,0.3512892899085255,No,0.79
P0111,P0186,0.1129998134444375,0.8044635738238637,0.389585317596208,No,0.79
P0064,P0111,0.1171226913749144,0.7422870773267916,0.3671884457556653,No,0.79
P0111,P0197,0.0707418692867359,0.7621053555225235,0.3472872637810509,No,0.79
P0062,P0111,0.091418444126609,0.2377814493523559,0.1499636462169078,No,0.79
P0052,P0111,0.0980038554816242,0.743120531427431,0.3560505258599469,No,0.79
P0078,P0111,0.0572207366871877,0.7656091205972704,0.3405760902512208,No,0.79
P0019,P0111,0.0882076156126277,0.743120531427431,0.350172781938549,No,0.79
P0095,P0111,0.1340287710134112,0.7415272180613506,0.377028149832587,No,0.79
P0070,P0111,0.1086468503202537,0.7415272180613506,0.3617989974166925,No,0.79
P0111,P0180,0.2670211222353502,0.7367566051303229,0.4549153153933393,No,0.79
P0007,P0111,0.0692577161453475,0.7440586827652196,0.3391781027932963,No,0.79
P0092,P0111,0.3895756897373712,0.7465885381604771,0.5323808291066136,No,0.79
P0073,P0111,0.2349346019111581,0.7408225352421169,0.4372897752435416,No,0.79
P0111,P0164,0.3890927181145451,0.743120531427431,0.5307038434396995,No,0.79
P0015,P0111,0.0708247828700537,0.784598370526707,0.356334217932715,No,0.79
