product_id1,product_id2,attribute_score,transaction_score,substitute_score
P0014,P0111,0.6246284435047572,0.7454992591923264,0.6729767697797848
P0017,P0111,0.681568310428456,0.7472974341695446,0.7078599599248915
P0111,P0149,0.6402058329705864,0.7466811342600821,0.6827959534863847
P0100,P0111,0.6826834981240802,0.7448747520929917,0.7075599997116448
P0111,P0173,0.6831125759177499,0.7448747520929917,0.7078174463878466
P0037,P0111,0.8453651306925358,0.7472974341695446,0.8061380520833394
P0111,P0167,0.671792798955289,0.7441561512681424,0.7007381398804304
P0089,P0111,0.8179580457268413,0.7466811342600821,0.7894472811401376
P0041,P0111,0.6805816387869743,0.7461573669504784,0.7068119300523759
P0077,P0111,0.6451101714238335,0.7472974341695446,0.685985076522118
P0061,P0111,0.6601869701303817,0.23102626489867917,0.4885226880377007
P0111,P0168,0.6320595734096139,0.7452679938953787,0.6773429416039198
P0111,P0122,0.7919221441452646,0.7445056830743297,0.7729555597168907
P0111,P0165,0.6156468295918579,0.7466811820100684,0.668060570559142
P0111,P0129,0.6586717243952491,0.7452679938953787,0.6933102321953009
P0111,P0112,0.22598200775242003,0.7448747520929917,0.4335391054886487
P0111,P0150,0.07305308542171922,0.744874760051324,0.34178175527356114
P0029,P0111,0.1326420413324213,0.7437301112395158,0.37707726929525914
P0111,P0118,0.14451733930311134,0.7468738007750994,0.38545992389190653
P0111,P0171,0.13556267230479035,0.7448747648263236,0.37928750931340366
P0091,P0111,0.23212590427626806,0.7456920891218186,0.43755237821448834
P0090,P0111,0.35422548348983274,0.7461573669504784,0.510998236874091
P0111,P0177,0.08100864374106088,0.7445056830743297,0.34640745947436846
P0111,P0160,0.06861928155380055,0.22933448588553954,0.13290536328649616
P0084,P0111,0.09633418319756236,0.7456920891218186,0.3560773455672649
P0111,P0120,0.09565325539456503,0.7472974341695446,0.3563109269045569
P0101,P0111,0.06461248263996851,0.7452679779787146,0.3368746807754669
P0036,P0111,0.04885061045125719,0.748094085852052,0.3285480006115751
P0111,P0175,0.3708911137367079,0.7466811342600821,0.5212071219460576
P0111,P0184,0.21604066911261738,0.7448747648263236,0.4275743073980999
P0111,P0179,0.2982173579586676,0.7431194359683077,0.47617818916252364
P0111,P0136,0.0536305785295276,0.7466811342600821,0.3308508008217494
P0048,P0111,0.11836224944551542,0.7466811342600821,0.36968980337134205
P0093,P0111,0.04995336110938375,0.7452679938953787,0.3280792142237817
P0079,P0111,0.06754140497066932,0.7441561433098101,0.33818730030632566
P0026,P0111,0.29936778392720187,0.7472974341695446,0.478539644024139
P0111,P0132,0.07350911012996704,0.7452679779787146,0.34221265726946604
P0111,P0127,0.10392284891072281,0.7428967688963359,0.3595124169049681
P0031,P0111,0.08973322554567503,0.7448747520929917,0.3517898361646017
P0074,P0111,0.07837821031030409,0.7452679779787146,0.3451341173776683
P0066,P0111,0.131603548701366,0.748094085852052,0.3781997635616404
P0058,P0111,0.0776547892958564,0.7461573669504784,0.3450558203577052
P0111,P0158,0.1322523474908277,0.7456920891218186,0.3776282441432241
P0080,P0111,0.08944302800406277,0.7466811820100684,0.352338289606465
P0111,P0186,0.11299981344443755,0.7435029945774716,0.3652010858976512
P0053,P0111,0.053000435296312425,0.7461573828671425,0.33026321432464445
P0064,P0111,0.11712269137491449,0.7456921050384827,0.3685504568403418
P0111,P0197,0.07074186928673591,0.7461573669504784,0.3409080683522329
P0062,P0111,0.09141844412660904,0.7466811342600821,0.3535235201799983
