product_id1,product_id2,attribute_score,transaction_score,substitute_score,substitutability_category,optimal_threshold
P0014,P0111,0.6246284435047572,0.7441244984345659,0.6724268654766807,No,0.79
P0017,P0111,0.681568310428456,0.7441244984345659,0.7065907856308999,No,0.79
P0111,P0149,0.6402058329705864,0.7452157224621576,0.6822097887672149,No,0.79
P0100,P0111,0.6826834981240802,0.7423729875396889,0.7065592938903238,No,0.79
P0111,P0173,0.6831125759177499,0.7452157224621576,0.707953834535513,No,0.79
P0037,P0111,0.8453651306925358,0.7452157348371566,0.8053053723503842,Yes,0.79
P0111,P0167,0.671792798955289,0.7396523216717864,0.698936608041888,No,0.79
P0089,P0111,0.8179580457268413,0.8189750992635108,0.8183648671415091,Yes,0.79
P0041,P0111,0.6805816387869743,0.7441245149345648,0.7059987892460104,No,0.79
P0077,P0111,0.6451101714238335,0.7416218556742833,0.6837148451240134,No,0.79
P0061,P0111,0.6601869701303817,0.7402715577179486,0.6922208051654084,No,0.79
P0111,P0168,0.6320595734096139,0.7466261532694899,0.6778862053535644,No,0.79
P0111,P0122,0.7919221441452646,0.740925331291993,0.7715234190039559,No,0.79
P0111,P0129,0.6586717243952491,0.7396523237342864,0.691063964130864,No,0.79
P0111,P0112,0.22598200775242,0.7431969583893374,0.432867988007187,No,0.79
P0039,P0111,0.1188887506995833,0.7396523216717864,0.3671941790884646,No,0.79
P0111,P0150,0.0730530854217192,0.765985589494012,0.3502260870506363,No,0.79
P0029,P0111,0.1326420413324213,0.7431969583893374,0.3768640081551878,No,0.79
P0111,P0118,0.1445173393031113,0.7379489674082303,0.3818899905451589,No,0.79
P0111,P0171,0.1355626723047903,0.2516883155387945,0.182012929598392,No,0.79
P0091,P0111,0.232125904276268,0.7441244984345659,0.4369253419395872,No,0.79
P0090,P0111,0.3542254834898327,0.7689907726315561,0.5201315991465221,No,0.79
P0111,P0177,0.0810086437410608,0.7423729875396889,0.3455543812605121,No,0.79
P0111,P0160,0.0686192815538005,0.7431969583893374,0.3384503522880153,No,0.79
P0084,P0111,0.0963341831975623,0.7634076529745444,0.3631635711083552,No,0.79
P0111,P0120,0.095653255394565,0.775103705084802,0.3674334352706598,No,0.79
P0101,P0111,0.0646124826399685,0.7402715577179486,0.3348761126711606,No,0.79
P0036,P0111,0.0488506104512571,0.7423729875396889,0.3262595612866299,No,0.79
P0111,P0184,0.2160406691126173,0.7390616486667623,0.4252490609342753,No,0.79
P0111,P0179,0.2982173579586676,0.7452157224621576,0.4770167037600636,No,0.79
P0111,P0136,0.0536305785295276,0.7396523216717864,0.3280392757864311,No,0.79
P0048,P0111,0.1183622494455154,0.7423729916646887,0.3679665463331847,No,0.79
P0093,P0111,0.0499533611093837,0.740925330054493,0.3263421486874275,No,0.79
P0079,P0111,0.0675414049706693,0.740925327991993,0.3368949741791988,No,0.79
P0111,P0170,0.2394616835603092,0.7423729916646887,0.440626206802061,No,0.79
P0068,P0111,0.1238117447090769,0.7466261697694887,0.3729375147332416,No,0.79
P0026,P0111,0.2993677839272018,0.9999999507500024,0.5796206506563222,No,0.79
P0111,P0132,0.073509110129967,0.7466261532694899,0.3427559273857762,No,0.79
P0111,P0127,0.1039228489107228,0.7390616466042623,0.3579783679881386,No,0.79
P0031,P0111,0.089733225545675,0.7466261532694899,0.352490396635201,No,0.79
P0074,P0111,0.078378210310304,0.7452157224621576,0.3451132151710455,No,0.79
P0066,P0111,0.131603548701366,0.7441244984345659,0.376611928594646,No,0.79
P0058,P0111,0.0776547892958564,0.7416218556742833,0.3432416158472272,No,0.79
P0080,P0111,0.0894430280040627,0.1920289866364707,0.1304774114570259,No,0.79
P0111,P0186,0.1129998134444375,0.8045131026786387,0.389605129138118,No,0.79
P0053,P0111,0.0530004352963124,0.7441245149345648,0.3294500671516133,No,0.79
P0064,P0111,0.1171226913749144,0.7388974707793031,0.36583260313667,No,0.79
P0111,P0197,0.0707418692867359,0.7416218515492835,0.3390938621917549,No,0.79
P0062,P0111,0.091418444126609,0.9999999507500024,0.4548510467759664,No,0.79
P0052,P0111,0.0980038554816242,0.7452157389621564,0.3568886088738371,No,0.79
P0078,P0111,0.0572207366871877,0.7423729875396889,0.3312816370281882,No,0.79
P0111,P0181,0.0975011918827602,0.7431969583893374,0.3557794984853911,No,0.79
P0019,P0111,0.0882076156126277,0.7416218515492835,0.3495733099872901,No,0.79
P0095,P0111,0.1340287710134112,0.7431969583893374,0.3776960459637817,No,0.79
P0070,P0111,0.1086468503202537,0.7777676540792012,0.3762951718238327,No,0.79
P0111,P0180,0.2670211222353502,0.740925327991993,0.4565828045380073,No,0.79
P0007,P0111,0.0692577161453475,0.7441244984345659,0.3392044290610349,No,0.79
P0092,P0111,0.3895756897373712,0.9999999755000006,0.633745404042423,No,0.79
P0073,P0111,0.2349346019111581,0.7416218515492835,0.4376095017664082,No,0.79
P0108,P0111,0.0775262732417138,0.7390616466042623,0.3421404225867333,No,0.79
P0111,P0164,0.3890927181145451,0.7441244984345659,0.5311054302425534,No,0.79
P0015,P0111,0.0708247828700537,0.7390616478417623,0.3381195288587371,No,0.79
P0082,P0111,0.1353574611860788,0.7431969583893374,0.3784932600673822,No,0.79
P0102,P0111,0.0664262172750451,0.7431969625143373,0.337134515370762,No,0.79
P0051,P0111,0.1077576021391704,0.7423729875396889,0.3616037562993778,No,0.79
P0111,P0117,0.0747942706713927,0.9999999507500024,0.4448765427028366,No,0.79
P0111,P0130,0.0737993076715793,0.7466261532694899,0.3429300459107435,No,0.79
P0067,P0111,0.0706299359492568,0.7441244984345659,0.3400277609433805,No,0.79
P0111,P0134,0.0950811516696722,0.7441244984345659,0.3546984903756297,No,0.79
P0111,P0194,0.0983209999378148,0.7441245108095649,0.3566424042865149,No,0.79
P0016,P0111,0.0592873577513836,0.7452157348371566,0.3336587085856928,No,0.79
P0111,P0137,0.1160075036792902,0.7431969583893374,0.3668832855633091,No,0.79
P0096,P0111,0.1141502394129718,0.7431969583893374,0.3657689270035181,No,0.79
P0111,P0133,0.0690835976203801,0.7423729916646887,0.3383993552381036,No,0.79
P0005,P0111,0.0896254378873619,0.7416218515492835,0.3504240033521305,No,0.79
P0008,P0111,0.0815496548722094,0.7390616478417623,0.3445544520600306,No,0.79
P0020,P0111,0.1393725514582426,0.7423729949646887,0.380572728860821,No,0.79
P0111,P0195,0.05578633169579,0.7441244984345659,0.3311215983913004,No,0.79
P0111,P0152,0.1172408432311423,0.7416218515492835,0.3669932465583988,No,0.79
P0111,P0151,0.0843500611487677,0.7423729875396889,0.3475592317051362,No,0.79
P0106,P0111,0.1269500238376552,0.7390616466042623,0.3717946729442981,No,0.79
P0111,P0163,0.0657442530522562,0.7402715577179486,0.3355551749185332,No,0.79
P0042,P0111,0.449175009845988,0.7452157348371566,0.5675912998424555,No,0.79
P0111,P0116,0.4289586053935286,0.7402715556554487,0.5534837854982966,No,0.79
P0013,P0111,0.2277397757187571,0.7431969583893374,0.4339226487869893,No,0.79
P0038,P0111,0.1019971809381672,0.7402715556554487,0.3573069308250798,No,0.79
P0063,P0111,0.0468855585266256,0.7441245108095649,0.3257811394398013,No,0.79
P0054,P0111,0.2863690069025558,0.7416218577367832,0.4684701472362468,No,0.79
P0009,P0111,0.0610720726322989,0.7423729916646887,0.3335924402452549,No,0.79
P0111,P0182,0.0535580291441245,0.7431969625143373,0.3294136024922097,No,0.79
P0111,P0153,0.1148301307961776,0.7452157389621564,0.3669843740625692,No,0.79
P0085,P0111,0.0639139357005161,0.7441244984345659,0.335998160794136,No,0.79
P0111,P0156,0.0638393134755301,0.7372987212901805,0.3332230766013903,No,0.79
P0069,P0111,0.1364270464108782,0.7431969625143373,0.3791350128522619,No,0.79
P0105,P0111,0.0802064548224613,0.2275645400531834,0.1391496889147501,No,0.79
P0011,P0111,0.0697178865327612,0.7441244984345659,0.3394805312934831,No,0.79
P0111,P0138,0.0771552349563667,0.7396523216717864,0.3421540696425346,No,0.79
P0072,P0111,0.0614120183239019,0.7466261532694899,0.3354976723021371,No,0.79
P0001,P0111,0.0850589722861347,0.7894075150398552,0.366798389387623,No,0.79
P0111,P0128,0.0902327798851646,0.7452157348371566,0.3522259618659615,No,0.79
P0055,P0111,0.2487044752606595,0.7416218515492835,0.4458714257761091,No,0.79
P0111,P0187,0.0666728851854155,0.7384950273465605,0.3354017420498735,No,0.79
P0021,P0111,0.1353636797048276,0.7396523196092865,0.3770791356666111,No,0.79
P0103,P0111,0.2943722405323052,0.7441245149345648,0.474273150293209,No,0.79
P0111,P0161,0.0647264888170304,0.7452157224621576,0.3369221822750813,No,0.79
P0010,P0111,0.138346495864685,0.7374206895670274,0.377976173345622,No,0.79
P0111,P0183,0.143555541736625,0.7466261532694899,0.3847837863497709,No,0.79
P0097,P0111,0.0802872955661961,0.7452157224621576,0.3462586663245807,No,0.79
P0022,P0111,0.4358590883651514,0.746626165644489,0.5601659192768864,No,0.79
P0035,P0111,0.0735816595153701,0.7452157348371566,0.3422352896440847,No,0.79
P0111,P0198,0.2956988578653898,0.7402715577179486,0.4735279378064133,No,0.79
P0111,P0155,0.0856621686047716,0.7416218556742833,0.3480460434325763,No,0.79
P0111,P0143,0.0778600004145679,0.740925327991993,0.3430861314455379,No,0.79
P0030,P0111,0.0852641834048463,0.7420314421219341,0.3479710868916814,No,0.79
P0111,P0140,0.3476711647285616,0.8208711063715481,0.5369511413857563,No,0.79
P0111,P0139,0.3980701863482785,0.2646318430475987,0.3446948490280065,No,0.79
P0111,P0193,0.0925522873784797,0.7402715577179486,0.3516399955142673,No,0.79
P0111,P0169,0.099925377775014,0.7416218577367832,0.3566039697597217,No,0.79
P0047,P0111,0.3472980536036316,0.7441245149345648,0.5060286381360048,No,0.79
P0111,P0191,0.143702713347014,0.7416218556742833,0.3828703702779217,No,0.79
P0111,P0121,0.0512633957258047,0.7431969625143373,0.3280368224412178,No,0.79
P0060,P0111,0.1180140123955807,0.7416218515492835,0.3674571480570618,No,0.79
P0018,P0111,0.0979810542462119,0.7402715556554487,0.3548972548099066,No,0.79
P0034,P0111,0.0695831519598698,0.7431969583893374,0.3390286745316568,No,0.79
P0111,P0199,0.059384781211782,0.8189750868885117,0.3632209034824739,No,0.79
P0088,P0111,0.605979105777004,0.7402715577179486,0.6596960865533819,No,0.79
P0004,P0111,0.6216497730240658,0.7441245149345648,0.6706396697882653,No,0.79
P0024,P0111,0.5590386170014302,0.7423729875396889,0.6323723652167337,No,0.79
P0083,P0111,0.1499813444437535,0.7452157224621576,0.3880750956511151,No,0.79
P0087,P0111,0.0826855709636631,0.7466261532694899,0.3482618038859938,No,0.79
P0111,P0146,0.7156924320626827,0.7402715577179486,0.725524082324789,No,0.79
P0045,P0111,0.0833592438281201,0.7431969583893374,0.3472943296526071,No,0.79
P0046,P0111,0.2432964367887569,0.7416218515492835,0.4426266026929675,No,0.79
P0071,P0111,0.3565512095018966,0.2438475237876486,0.3114697352161975,No,0.79
P0099,P0111,0.1956750202101859,0.7384950294090604,0.4128030238897357,No,0.79
P0076,P0111,0.0958315195986982,0.2516313964141058,0.1581514703248613,No,0.79
P0111,P0123,0.0539622328627987,0.7423729875396889,0.3293265347335548,No,0.79
P0111,P0119,0.1380065501730821,0.740925330054493,0.3791740621256465,No,0.79
P0110,P0111,0.1247258669651555,0.7452157224621576,0.3729218091639564,No,0.79
P0111,P0141,0.103014945173393,0.7956384922042867,0.3800643639857505,No,0.79
P0111,P0200,0.5554629687208507,0.8045131026786387,0.6550830223039659,No,0.79
P0111,P0124,0.5809091474410796,0.7431969583893374,0.6458242718203827,No,0.79
P0111,P0131,0.5487573326700247,0.746626165644489,0.6279048658598104,No,0.79
P0081,P0111,0.0775221275625479,0.7396523237342864,0.3423742060312433,No,0.79
P0111,P0126,0.0753705200754513,0.741337459625273,0.34175729589538,No,0.79
P0111,P0189,0.6403115477893166,0.7423729875396889,0.6811361236894655,No,0.79
P0006,P0111,0.587824140289783,0.7441245108095649,0.6503442884976958,No,0.79
P0098,P0111,0.5803474079141016,0.7777676561417013,0.6593155072051414,No,0.79
P0111,P0115,0.6427574984971913,0.741337459625273,0.682189482948424,No,0.79
P0012,P0111,0.4485158468586115,0.7431969583893374,0.566388291470902,No,0.79
P0028,P0111,0.0680637605455713,0.740925330054493,0.3372083883491401,No,0.79
P0111,P0190,0.380026117778745,0.7452157224621576,0.5261019596521102,No,0.79
P0111,P0125,0.1229929730738138,0.7427743574364434,0.3709055268188657,No,0.79
P0057,P0111,0.0608357689198433,0.7423729875396889,0.3334506563677815,No,0.79
P0111,P0144,0.0980183653587049,0.7427743574364434,0.3559207621898003,No,0.79
P0059,P0111,0.0806210227390502,0.7402715577179486,0.3444812367306096,No,0.79
P0027,P0111,0.074783906473478,0.7423729875396889,0.3418195388999624,No,0.79
P0111,P0157,0.1001150425968534,0.7441244984345659,0.3577188249319384,No,0.79
P0111,P0166,0.0873515328648715,0.7423729916646887,0.3493601163847984,No,0.79
P0111,P0142,0.0869079451941214,0.7379489694707303,0.347324354904765,No,0.79
P0033,P0111,0.083813195696785,0.848080026019236,0.3895199278257655,No,0.79
P0075,P0111,0.0508819932425429,0.7441244984345659,0.3281789953193521,No,0.79
P0032,P0111,0.1351273759923719,0.7441244984345659,0.3787262249692495,No,0.79
P0111,P0159,0.3463258918392305,0.7374206895670274,0.5027638109303494,No,0.79
P0111,P0162,0.1367504093858176,0.7441244984345659,0.3797000450053169,No,0.79
P0086,P0111,0.0982111394399187,0.7402715556554487,0.3550353059261307,No,0.79
P0111,P0178,0.0643720332483469,0.740925330054493,0.3349933519708054,No,0.79
P0111,P0172,0.1179373173310117,0.7396523196092865,0.3666233182423216,No,0.79
P0107,P0111,0.0496776734448521,0.7423729875396889,0.3267557990827868,No,0.79
P0111,P0174,0.0639678295296727,0.7452157224621576,0.3364669867026666,No,0.79
P0049,P0111,0.1492143937980639,0.7413374616877729,0.3860636209539476,No,0.79
P0111,P0192,0.4111964430072756,0.7390616478417623,0.5423425249410703,No,0.79
P0111,P0176,0.1209864643575233,0.7416218515492835,0.3692406192342274,No,0.79
P0111,P0113,0.0467839893870613,0.7423729916646887,0.3250195902981123,No,0.79
P0056,P0111,0.3784486868561242,0.7441245149345648,0.5247190180875004,No,0.79
P0044,P0111,0.2618100035238273,0.7390616466042623,0.4527106607560013,No,0.79
P0109,P0111,0.06028439359078,0.7396523196092865,0.3320315639981825,No,0.79
P0111,P0147,0.4359129821943079,0.7406831414797383,0.5578210459084801,No,0.79
P0111,P0114,0.0991687913272391,0.7416218515492835,0.3561500154160569,No,0.79
P0065,P0111,0.0614907862280538,0.7441244984345659,0.3345442711106586,No,0.79
P0111,P0148,0.1128526418340484,0.7452157224621576,0.3657978740852921,No,0.79
P0111,P0135,0.0552681218000538,0.7431969583893374,0.3304396564357673,No,0.79
P0025,P0111,0.0545343365876914,0.7441244984345659,0.3303704013264412,No,0.79
P0040,P0111,0.1454563356341852,0.7396523216717864,0.3831347300492257,No,0.79
