product_id1,product_id2,attribute_score,transaction_score,substitute_score,substitutability_category,optimal_threshold
P0014,P0111,0.6246284435047572,0.7461253335497402,0.6732271995227503,No,0.79
P0111,P0149,0.6402058329705864,0.7421877814150082,0.6809986123483551,No,0.79
P0100,P0111,0.6826834981240802,0.7367912235829088,0.7043265883076117,No,0.79
P0111,P0173,0.6831125759177499,0.743252728907689,0.7071686371137256,No,0.79
P0037,P0111,0.8453651306925358,0.7403796038078683,0.8033709199386688,Yes,0.79
P0111,P0167,0.671792798955289,0.744505692807662,0.7008779564962382,No,0.79
P0089,P0111,0.8179580457268413,0.7689772234605656,0.7983657168203311,Yes,0.79
P0041,P0111,0.6805816387869743,0.7432527180576898,0.7056500704952604,No,0.79
P0077,P0111,0.6451101714238335,0.9999999785000004,0.7870660942543003,No,0.79
P0111,P0168,0.6320595734096139,0.7361647463179202,0.6737016425729365,No,0.79
P0111,P0122,0.7919221441452646,0.743252728907689,0.7724543780502344,No,0.79
P0111,P0165,0.6156468295918579,0.7461253335497402,0.6678382311750108,No,0.79
P0111,P0129,0.6586717243952491,0.7461253335497402,0.6936531680570455,No,0.79
P0111,P0112,0.22598200775242,0.7432527180576898,0.4328902918745279,No,0.79
P0039,P0111,0.1188887506995833,0.7403796001912017,0.3674850904962307,No,0.79
P0111,P0150,0.0730530854217192,0.744505692807662,0.3416341283760963,No,0.79
P0029,P0111,0.1326420413324213,0.7445057036576612,0.3773875062625172,No,0.79
P0111,P0118,0.1445173393031113,0.7878416626517736,0.4018470686425762,No,0.79
P0111,P0171,0.1355626723047903,0.7743760409458778,0.3910880197612253,No,0.79
P0091,P0111,0.232125904276268,0.2348056338523229,0.23319779610669,No,0.79
P0090,P0111,0.3542254834898327,0.7821873365036951,0.5254102246953777,No,0.79
P0111,P0177,0.0810086437410608,0.7374413530986332,0.3435817274840899,No,0.79
P0084,P0111,0.0963341831975623,0.7395801195933498,0.3536325577558773,No,0.79
P0111,P0120,0.095653255394565,0.7421877814150082,0.3542670658027423,No,0.79
P0101,P0111,0.0646124826399685,0.7403796038078683,0.3349193311071284,No,0.79
P0036,P0111,0.0488506104512571,0.7403796038078683,0.3254622077939016,No,0.79
P0111,P0175,0.3708911137367079,0.7821873328870286,0.5354096013968362,No,0.79
P0111,P0184,0.2160406691126173,0.7426267285841106,0.4266750929012147,No,0.79
P0111,P0179,0.2982173579586676,0.7395801195933498,0.4747624626125404,No,0.79
P0111,P0136,0.0536305785295276,0.8087880586202485,0.3556935705658159,No,0.79
P0048,P0111,0.1183622494455154,0.7388297801007093,0.3665492617075929,No,0.79
P0093,P0111,0.0499533611093837,0.744505692807662,0.327774293788695,No,0.79
P0079,P0111,0.0675414049706693,0.2747269397810182,0.1504156188948089,No,0.79
P0111,P0170,0.2394616835603092,0.7412418472470319,0.4401737490349983,No,0.79
P0068,P0111,0.1238117447090769,0.7461253443997393,0.3727371845853419,No,0.79
P0026,P0111,0.2993677839272018,0.744505692807662,0.4774229474793859,No,0.79
P0111,P0132,0.073509110129967,0.7445057090826611,0.3419077497110446,No,0.79
P0111,P0127,0.1039228489107228,0.743252728907689,0.3596548009095093,No,0.79
P0031,P0111,0.089733225545675,0.7461253335497402,0.352290068747301,No,0.79
P0074,P0111,0.078378210310304,0.743252728907689,0.344328017749258,No,0.79
P0066,P0111,0.131603548701366,0.7432527180576898,0.3762632164438955,No,0.79
P0058,P0111,0.0776547892958564,0.7432527180576898,0.3438939608005897,No,0.79
P0111,P0158,0.1322523474908277,0.7403796038078683,0.3755032500176439,No,0.79
P0080,P0111,0.0894430280040627,0.7821873365036951,0.3665407514039157,No,0.79
P0111,P0186,0.1129998134444375,0.739580121401683,0.3636319366273358,No,0.79
P0053,P0111,0.0530004352963124,0.7421877814150082,0.3286753737437907,No,0.79
P0064,P0111,0.1171226913749144,0.7714686689895982,0.378861082420788,No,0.79
P0111,P0197,0.0707418692867359,0.7445057036576612,0.340247403035106,No,0.79
P0062,P0111,0.091418444126609,0.7878416626517736,0.3699877315366749,No,0.79
P0052,P0111,0.0980038554816242,0.743252728907689,0.3561034048520501,No,0.79
P0078,P0111,0.0572207366871877,0.8087219834115067,0.3578212353769153,No,0.79
P0111,P0181,0.0975011918827602,0.7878416626517736,0.3736373801903656,No,0.79
P0019,P0111,0.0882076156126277,0.7445057036576612,0.3507268508306411,No,0.79
P0095,P0111,0.1340287710134112,0.7395801195933498,0.3762493104453867,No,0.79
P0070,P0111,0.1086468503202537,0.7778600930146338,0.3763321473980058,No,0.79
P0111,P0180,0.2670211222353502,0.8366977195203875,0.4948917611493652,No,0.79
P0007,P0111,0.0692577161453475,0.7445057036576612,0.339356911150273,No,0.79
P0092,P0111,0.3895756897373712,0.7403796038078683,0.5298972553655701,No,0.79
P0073,P0111,0.2349346019111581,0.7361647470412535,0.4354266599631962,No,0.79
P0108,P0111,0.0775262732417138,0.7403796056162015,0.3426676061915089,No,0.79
P0111,P0164,0.3890927181145451,0.7743760398608777,0.5432060468130782,No,0.79
P0015,P0111,0.0708247828700537,0.7395801195933498,0.3383269175593721,No,0.79
P0082,P0111,0.1353574611860788,0.743252728907689,0.3785155682747229,No,0.79
P0104,P0111,0.1426372738013805,0.7743760398608777,0.3953327802251794,No,0.79
P0102,P0111,0.0664262172750451,0.7374413538219665,0.3348322718938136,No,0.79
P0051,P0111,0.1077576021391704,0.7445057036576612,0.3624568427465667,No,0.79
P0111,P0130,0.0737993076715793,0.7388297801007093,0.3398114966432313,No,0.79
P0067,P0111,0.0706299359492568,0.7445057036576612,0.3401802430326186,No,0.79
P0111,P0134,0.0950811516696722,0.7432527180576898,0.3543497782248793,No,0.79
